"","codmunres","ano","total_internacoes_ans","casos_mmg_ans_transfusao","casos_mmg_ans_tmp","casos_mmg_ans_hipertensao","casos_mmg_ans_hemorragia","casos_mmg_ans_infeccoes","casos_mmg_ans_cirurgia","casos_mmg_ans_uti","casos_mmg_ans","total_tipo_obst","cid_ign","total_tipo_obst_2"
"42321",355210,2015,43,0,0,2,0,0,0,0,2,17,17,17
"42322",355210,2016,65,0,0,0,0,1,0,0,1,16,46,16
"42323",355210,2017,42,0,0,0,1,0,0,1,2,11,29,11
"42324",355210,2018,32,0,1,1,0,0,0,2,3,16,19,16
"42325",355210,2019,36,0,0,0,0,0,0,0,0,10,27,10
"42326",355210,2020,41,0,0,0,1,0,0,0,1,25,23,25
"42327",355210,2021,26,0,0,2,0,0,0,2,4,17,15,17
"42328",355210,2022,48,0,0,2,0,0,0,2,4,27,26,27
"42329",355220,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42330",355220,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42331",355220,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42332",355220,2015,1700,0,9,19,9,2,2,24,65,1276,280,1275
"42333",355220,2016,1591,4,8,24,17,2,1,29,79,1220,198,1220
"42334",355220,2017,2683,17,23,36,39,4,7,27,129,2059,533,2054
"42335",355220,2018,2280,19,19,44,39,2,6,33,142,1811,103,1809
"42336",355220,2019,2529,27,21,88,56,3,3,66,233,2023,74,2022
"42337",355220,2020,3476,45,21,91,73,2,4,61,258,2850,238,2844
"42338",355220,2021,3589,42,41,107,65,3,15,79,340,2785,726,2782
"42339",355220,2022,3884,42,41,128,74,0,18,68,348,3220,859,3217
"42340",355230,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42341",355230,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42342",355230,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42343",355230,2015,13,0,0,0,0,0,0,0,0,10,0,10
"42344",355230,2016,15,0,0,0,1,0,0,0,1,10,3,10
"42345",355230,2017,15,0,0,0,0,0,0,0,0,9,11,9
"42346",355230,2018,13,0,0,0,0,0,0,0,0,9,5,9
"42347",355230,2019,15,0,0,0,0,0,0,0,0,12,10,12
"42348",355230,2020,11,0,0,0,0,0,0,0,0,9,4,9
"42349",355230,2021,10,0,0,0,0,0,0,0,0,10,7,10
"42350",355230,2022,5,1,0,0,1,0,0,0,1,5,1,5
"42351",355240,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42352",355240,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42353",355240,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42354",355240,2015,750,1,4,12,7,1,1,6,33,583,246,583
"42355",355240,2016,568,1,11,15,3,0,1,10,41,467,53,467
"42356",355240,2017,898,0,42,28,12,0,4,16,90,712,104,712
"42357",355240,2018,764,2,40,22,12,1,3,12,82,634,74,634
"42358",355240,2019,851,3,15,27,9,1,7,14,69,727,49,727
"42359",355240,2020,1364,6,6,38,20,2,5,29,96,1156,134,1156
"42360",355240,2021,1328,7,8,28,16,0,5,24,82,1099,95,1097
"42361",355240,2022,1230,3,12,33,17,0,5,27,102,1037,90,1035
"42362",355250,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42363",355250,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42364",355250,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42365",355250,2015,559,1,6,3,5,1,1,2,19,441,148,440
"42366",355250,2016,560,1,7,3,5,0,1,17,35,462,239,462
"42367",355250,2017,604,8,17,31,9,0,4,29,78,446,257,446
"42368",355250,2018,445,5,11,37,8,0,0,21,70,370,181,369
"42369",355250,2019,680,4,7,16,7,1,2,35,71,566,276,565
"42370",355250,2020,1055,11,19,10,14,1,1,62,96,888,471,885
"42371",355250,2021,1157,9,20,12,20,0,3,55,107,968,473,967
"42372",355250,2022,1264,10,12,12,19,2,3,78,116,1074,576,1070
"42373",355255,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42374",355255,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42375",355255,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42376",355255,2015,7,0,0,0,0,0,0,0,0,6,0,6
"42377",355255,2016,12,0,0,1,0,0,0,0,1,9,0,9
"42378",355255,2017,19,0,1,0,0,0,0,0,1,16,10,16
"42379",355255,2018,16,0,0,0,0,0,0,0,0,15,8,15
"42380",355255,2019,19,0,0,0,0,0,0,0,0,15,4,15
"42381",355255,2020,11,0,0,0,0,0,0,0,0,11,0,11
"42382",355255,2021,24,1,0,1,2,0,0,1,3,19,0,19
"42383",355255,2022,15,0,0,1,0,0,0,0,2,11,1,11
"42384",355260,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42385",355260,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42386",355260,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42387",355260,2015,35,0,0,0,1,0,0,0,1,27,4,27
"42388",355260,2016,23,0,0,1,0,0,1,2,3,23,5,23
"42389",355260,2017,28,0,0,1,0,0,0,0,1,24,2,24
"42390",355260,2018,35,0,1,0,0,0,0,1,1,31,3,31
"42391",355260,2019,38,0,0,0,0,0,0,0,0,34,0,34
"42392",355260,2020,54,0,1,1,0,0,0,1,2,51,1,51
"42393",355260,2021,40,0,0,0,0,0,0,0,0,37,0,37
"42394",355260,2022,30,0,0,0,1,0,0,0,1,29,0,29
"42395",355270,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42396",355270,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42397",355270,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42398",355270,2015,10,0,0,0,1,0,1,0,2,9,0,9
"42399",355270,2016,9,0,1,0,0,0,0,0,1,5,3,5
"42400",355270,2017,6,0,0,0,0,0,0,0,0,4,4,4
"42401",355270,2018,5,0,0,0,0,0,0,0,0,5,0,5
"42402",355270,2019,15,0,0,0,0,0,0,0,0,11,1,11
"42403",355270,2020,31,0,0,1,0,1,0,0,2,28,6,28
"42404",355270,2021,32,0,0,0,0,0,0,0,1,24,0,24
"42405",355270,2022,26,0,0,0,0,0,0,0,0,20,14,20
"42406",355280,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42407",355280,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42408",355280,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42409",355280,2015,628,1,9,11,3,1,1,10,32,450,85,450
"42410",355280,2016,636,0,8,11,5,1,3,30,54,535,117,535
"42411",355280,2017,628,3,17,8,4,1,1,22,47,488,127,488
"42412",355280,2018,483,1,7,9,4,1,2,21,42,379,96,379
"42413",355280,2019,500,2,22,8,13,0,1,23,65,357,85,355
"42414",355280,2020,888,4,19,12,12,0,3,77,138,642,164,639
"42415",355280,2021,910,9,19,9,16,1,5,55,125,750,232,747
"42416",355280,2022,1052,2,24,37,12,1,1,76,143,863,178,861
"42417",355290,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42418",355290,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42419",355290,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42420",355290,2015,14,0,0,0,0,0,0,0,1,10,1,10
"42421",355290,2016,10,0,0,0,0,0,0,3,3,7,0,7
"42422",355290,2017,8,0,0,0,0,0,0,1,1,6,3,6
"42423",355290,2018,10,0,0,0,0,0,0,2,2,8,2,8
"42424",355290,2019,18,0,0,0,0,0,0,1,1,9,8,9
"42425",355290,2020,14,0,1,1,0,0,0,1,3,9,0,9
"42426",355290,2021,13,0,0,1,0,0,0,2,3,6,1,6
"42427",355290,2022,23,0,0,0,0,0,0,2,2,17,1,17
"42428",355300,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42429",355300,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42430",355300,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42431",355300,2015,0,0,0,0,0,0,0,0,0,0,0,0
"42432",355300,2016,1,0,0,0,0,0,0,0,0,1,0,1
"42433",355300,2017,0,0,0,0,0,0,0,0,0,0,0,0
"42434",355300,2018,4,0,0,0,0,0,0,0,0,4,0,4
"42435",355300,2019,0,0,0,0,0,0,0,0,0,0,0,0
"42436",355300,2020,0,0,0,0,0,0,0,0,0,0,0,0
"42437",355300,2021,3,0,0,0,0,0,0,0,0,3,2,3
"42438",355300,2022,1,0,0,0,0,0,0,0,0,1,0,1
"42439",355310,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42440",355310,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42441",355310,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42442",355310,2015,3,0,0,0,0,0,0,0,0,2,1,2
"42443",355310,2016,10,0,0,0,1,0,0,0,1,7,3,7
"42444",355310,2017,7,0,0,0,0,0,0,0,0,5,3,5
"42445",355310,2018,6,0,0,0,0,0,0,0,0,5,3,5
"42446",355310,2019,3,0,0,0,0,0,0,0,0,3,0,3
"42447",355310,2020,6,0,0,0,0,0,0,0,0,4,1,4
"42448",355310,2021,7,0,0,0,0,0,0,0,0,4,1,4
"42449",355310,2022,7,0,0,0,0,0,0,0,0,4,0,4
"42450",355320,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42451",355320,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42452",355320,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42453",355320,2015,1,0,0,0,0,0,0,0,0,1,0,1
"42454",355320,2016,3,0,1,0,0,0,0,0,1,2,0,2
"42455",355320,2017,15,0,2,0,0,0,0,0,2,12,2,12
"42456",355320,2018,16,0,0,0,0,0,0,0,0,15,3,15
"42457",355320,2019,5,0,1,0,0,0,0,0,1,5,1,5
"42458",355320,2020,6,0,0,0,0,0,0,0,0,6,1,6
"42459",355320,2021,7,0,0,0,0,0,0,0,0,7,4,7
"42460",355320,2022,9,0,0,0,0,0,0,0,0,9,2,9
"42461",355330,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42462",355330,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42463",355330,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42464",355330,2015,31,0,0,0,0,0,0,0,0,24,2,24
"42465",355330,2016,46,0,0,1,2,0,0,0,3,37,1,37
"42466",355330,2017,32,0,0,0,0,0,0,0,0,15,21,15
"42467",355330,2018,24,0,0,0,0,0,0,0,0,18,17,18
"42468",355330,2019,32,0,1,1,0,0,0,1,2,26,10,26
"42469",355330,2020,30,0,0,2,0,0,0,0,2,21,10,21
"42470",355330,2021,42,0,0,0,0,0,0,1,1,31,19,31
"42471",355330,2022,46,0,0,0,1,0,0,0,1,35,22,35
"42472",355340,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42473",355340,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42474",355340,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42475",355340,2015,37,0,0,1,0,0,0,0,2,32,5,32
"42476",355340,2016,25,0,0,1,0,0,0,1,2,23,4,23
"42477",355340,2017,81,0,7,1,0,0,0,1,9,68,49,68
"42478",355340,2018,78,0,5,1,0,0,0,2,8,70,19,70
"42479",355340,2019,72,0,0,4,1,0,0,3,7,66,2,66
"42480",355340,2020,120,4,1,12,4,0,0,6,25,96,11,96
"42481",355340,2021,87,2,1,4,2,0,0,2,7,76,4,76
"42482",355340,2022,96,3,0,6,3,0,0,8,16,84,0,84
"42483",355350,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42484",355350,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42485",355350,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42486",355350,2015,3,0,0,0,0,0,0,0,0,0,0,0
"42487",355350,2016,2,0,0,0,0,0,0,0,0,2,0,2
"42488",355350,2017,3,0,0,0,0,0,0,0,0,3,0,3
"42489",355350,2018,6,1,0,0,1,0,0,0,2,4,0,4
"42490",355350,2019,7,0,0,0,0,0,0,0,0,6,0,6
"42491",355350,2020,13,0,0,2,0,0,0,0,3,9,4,9
"42492",355350,2021,16,0,0,0,0,0,0,0,0,15,4,15
"42493",355350,2022,25,0,0,1,0,0,0,0,1,21,5,21
"42494",355360,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42495",355360,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42496",355360,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42497",355360,2015,12,0,0,0,0,0,0,0,0,7,1,7
"42498",355360,2016,17,0,1,0,0,0,0,0,1,12,2,12
"42499",355360,2017,26,0,2,0,0,0,0,0,2,17,1,17
"42500",355360,2018,17,0,0,0,0,0,0,0,0,11,1,11
"42501",355360,2019,22,0,0,0,0,0,1,0,1,15,0,15
"42502",355360,2020,17,0,0,0,0,0,0,0,0,13,0,13
"42503",355360,2021,18,1,0,0,1,0,0,0,1,16,7,16
"42504",355360,2022,16,0,0,0,0,0,0,0,0,13,5,13
"42505",355365,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42506",355365,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42507",355365,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42508",355365,2015,1,0,0,0,0,0,0,0,0,1,0,1
"42509",355365,2016,1,0,0,0,0,0,0,0,0,1,0,1
"42510",355365,2017,1,0,0,0,0,0,0,0,0,1,0,1
"42511",355365,2018,5,0,0,0,0,0,0,0,0,4,0,4
"42512",355365,2019,1,0,0,0,0,0,0,0,0,1,0,1
"42513",355365,2020,1,0,0,0,0,0,0,0,0,1,0,1
"42514",355365,2021,2,0,0,0,0,0,0,0,0,2,0,2
"42515",355365,2022,4,1,0,0,1,0,0,0,1,4,0,4
"42516",355370,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42517",355370,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42518",355370,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42519",355370,2015,66,0,0,0,1,0,0,1,2,35,9,35
"42520",355370,2016,99,0,0,1,0,0,0,0,1,75,21,75
"42521",355370,2017,52,0,1,1,0,0,0,0,2,30,10,30
"42522",355370,2018,95,0,0,0,0,1,0,0,3,53,8,53
"42523",355370,2019,141,0,0,2,1,0,0,0,4,82,2,82
"42524",355370,2020,140,2,0,0,3,0,0,0,3,93,6,93
"42525",355370,2021,149,1,2,1,2,0,0,1,6,107,7,107
"42526",355370,2022,138,1,0,2,1,0,0,1,4,91,3,91
"42527",355380,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42528",355380,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42529",355380,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42530",355380,2015,4,0,0,0,0,0,0,0,0,3,2,3
"42531",355380,2016,3,0,0,0,0,0,0,0,0,3,2,3
"42532",355380,2017,8,0,0,0,0,0,0,0,0,7,0,7
"42533",355380,2018,9,0,0,0,0,0,0,0,0,8,1,8
"42534",355380,2019,10,1,0,0,1,0,0,0,1,10,2,10
"42535",355380,2020,9,0,0,0,0,0,0,0,0,9,0,9
"42536",355380,2021,14,0,0,0,0,0,0,0,0,12,2,12
"42537",355380,2022,14,1,0,0,1,0,0,0,1,11,0,11
"42538",355385,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42539",355385,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42540",355385,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42541",355385,2015,0,0,0,0,0,0,0,0,0,0,0,0
"42542",355385,2016,0,0,0,0,0,0,0,0,0,0,0,0
"42543",355385,2017,3,0,0,0,0,0,0,0,0,3,3,3
"42544",355385,2018,1,0,0,0,0,0,0,0,0,1,1,1
"42545",355385,2019,4,0,0,0,0,0,0,0,0,4,0,4
"42546",355385,2020,9,0,2,0,0,0,0,0,2,8,1,8
"42547",355385,2021,9,0,0,0,0,0,0,0,0,9,1,9
"42548",355385,2022,14,0,0,1,0,0,0,0,1,14,0,14
"42549",355390,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42550",355390,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42551",355390,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42552",355390,2015,13,0,0,0,0,0,0,0,0,8,6,8
"42553",355390,2016,4,0,0,0,0,0,0,0,0,3,1,3
"42554",355390,2017,21,0,0,0,0,0,0,1,1,18,3,18
"42555",355390,2018,11,0,0,0,0,0,0,0,0,9,2,9
"42556",355390,2019,8,0,0,0,0,0,0,1,1,1,4,1
"42557",355390,2020,13,0,0,0,0,0,0,0,0,7,3,7
"42558",355390,2021,12,0,0,0,0,0,0,0,0,6,1,6
"42559",355390,2022,18,0,0,1,0,0,0,4,4,8,1,8
"42560",355395,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42561",355395,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42562",355395,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42563",355395,2015,20,0,0,0,0,0,0,0,0,19,0,19
"42564",355395,2016,5,0,0,0,0,0,0,0,0,5,1,5
"42565",355395,2017,9,0,0,0,0,0,0,0,0,4,0,4
"42566",355395,2018,31,0,0,0,1,0,0,0,1,23,5,23
"42567",355395,2019,23,0,0,2,0,0,0,1,2,17,10,17
"42568",355395,2020,29,0,0,1,0,0,0,0,1,28,9,28
"42569",355395,2021,29,0,0,2,1,0,1,0,3,22,7,22
"42570",355395,2022,31,0,0,0,0,0,0,1,2,28,0,28
"42571",355400,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42572",355400,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42573",355400,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42574",355400,2015,272,0,5,3,1,0,0,5,14,182,9,182
"42575",355400,2016,270,2,5,2,8,0,2,1,16,219,8,219
"42576",355400,2017,259,0,0,4,1,0,0,3,8,214,13,213
"42577",355400,2018,284,4,3,4,7,1,0,9,19,243,5,243
"42578",355400,2019,343,5,6,7,7,0,0,11,31,290,12,290
"42579",355400,2020,360,2,8,4,6,0,1,3,29,296,11,296
"42580",355400,2021,404,6,4,5,9,0,1,7,28,332,31,332
"42581",355400,2022,409,2,2,6,6,0,1,10,27,353,26,353
"42582",355410,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42583",355410,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42584",355410,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42585",355410,2015,877,1,6,11,6,0,5,11,40,781,281,781
"42586",355410,2016,1121,3,8,7,9,0,9,24,54,687,597,687
"42587",355410,2017,1172,3,26,5,6,1,0,31,62,613,623,606
"42588",355410,2018,925,2,10,6,5,0,2,32,54,557,474,557
"42589",355410,2019,927,3,14,11,7,0,0,25,53,535,233,535
"42590",355410,2020,1012,6,4,6,14,0,3,19,53,684,290,683
"42591",355410,2021,1095,4,10,17,13,0,3,29,63,683,244,682
"42592",355410,2022,1196,3,6,24,10,1,3,36,79,784,294,782
"42593",355420,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42594",355420,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42595",355420,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42596",355420,2015,0,0,0,0,0,0,0,0,0,0,0,0
"42597",355420,2016,1,0,0,0,0,0,0,0,0,1,0,1
"42598",355420,2017,1,0,0,0,0,0,0,0,0,1,0,1
"42599",355420,2018,0,0,0,0,0,0,0,0,0,0,0,0
"42600",355420,2019,0,0,0,0,0,0,0,0,0,0,0,0
"42601",355420,2020,0,0,0,0,0,0,0,0,0,0,0,0
"42602",355420,2021,0,0,0,0,0,0,0,0,0,0,0,0
"42603",355420,2022,0,0,0,0,0,0,0,0,0,0,0,0
"42604",355430,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42605",355430,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42606",355430,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42607",355430,2015,46,0,0,1,0,0,0,2,3,32,17,32
"42608",355430,2016,61,0,0,0,0,0,0,5,5,51,35,51
"42609",355430,2017,57,0,0,0,1,0,1,3,5,35,33,35
"42610",355430,2018,77,0,0,0,1,0,0,3,4,42,37,42
"42611",355430,2019,62,0,0,1,0,0,0,0,1,31,6,31
"42612",355430,2020,89,0,2,0,0,0,0,8,8,51,7,51
"42613",355430,2021,102,1,0,2,2,1,1,3,8,71,2,71
"42614",355430,2022,67,0,0,0,1,0,0,9,10,38,0,38
"42615",355440,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42616",355440,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42617",355440,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42618",355440,2015,8,0,1,0,0,0,0,0,1,5,2,5
"42619",355440,2016,7,0,0,0,0,0,0,0,0,4,0,4
"42620",355440,2017,10,0,0,0,0,0,0,0,0,10,1,10
"42621",355440,2018,19,0,0,1,0,0,0,1,2,16,9,16
"42622",355440,2019,10,0,0,1,0,0,0,1,2,7,5,7
"42623",355440,2020,7,0,0,0,0,0,0,0,0,6,3,6
"42624",355440,2021,11,0,0,0,0,0,0,0,0,11,8,11
"42625",355440,2022,11,0,0,0,0,0,0,0,1,9,5,9
"42626",355450,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42627",355450,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42628",355450,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42629",355450,2015,100,0,1,6,1,0,0,0,8,75,9,75
"42630",355450,2016,95,0,0,2,2,0,0,0,6,83,17,83
"42631",355450,2017,133,0,3,9,0,0,0,0,12,83,61,83
"42632",355450,2018,94,1,5,0,1,0,0,2,7,48,45,48
"42633",355450,2019,74,2,0,2,2,0,0,0,4,48,21,48
"42634",355450,2020,182,2,1,1,2,0,1,2,9,139,47,139
"42635",355450,2021,142,1,1,3,3,0,0,2,11,107,18,107
"42636",355450,2022,177,0,1,3,1,0,0,1,5,111,52,111
"42637",355460,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42638",355460,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42639",355460,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42640",355460,2015,0,0,0,0,0,0,0,0,0,0,0,0
"42641",355460,2016,1,0,0,0,0,0,0,0,0,1,0,1
"42642",355460,2017,0,0,0,0,0,0,0,0,0,0,0,0
"42643",355460,2018,0,0,0,0,0,0,0,0,0,0,0,0
"42644",355460,2019,1,0,0,0,0,0,0,0,0,1,0,1
"42645",355460,2020,0,0,0,0,0,0,0,0,0,0,0,0
"42646",355460,2021,0,0,0,0,0,0,0,0,0,0,0,0
"42647",355460,2022,0,0,0,0,0,0,0,0,0,0,0,0
"42648",355465,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42649",355465,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42650",355465,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42651",355465,2015,2,0,0,0,0,0,0,0,0,1,1,1
"42652",355465,2016,2,0,0,0,0,0,0,0,0,2,2,2
"42653",355465,2017,0,0,0,0,0,0,0,0,0,0,0,0
"42654",355465,2018,0,0,0,0,0,0,0,0,0,0,0,0
"42655",355465,2019,0,0,0,0,0,0,0,0,0,0,0,0
"42656",355465,2020,0,0,0,0,0,0,0,0,0,0,0,0
"42657",355465,2021,0,0,0,0,0,0,0,0,0,0,0,0
"42658",355465,2022,0,0,0,0,0,0,0,0,0,0,0,0
"42659",355470,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42660",355470,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42661",355470,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42662",355470,2015,4,0,0,0,0,0,0,0,0,3,1,3
"42663",355470,2016,9,0,0,0,0,0,0,0,0,7,0,7
"42664",355470,2017,17,0,0,1,0,0,0,0,2,13,0,13
"42665",355470,2018,7,0,0,0,0,0,0,0,0,6,1,6
"42666",355470,2019,14,0,0,1,0,0,0,0,1,12,1,12
"42667",355470,2020,20,0,0,0,0,0,0,0,0,18,6,18
"42668",355470,2021,16,1,0,0,1,0,0,0,1,13,4,13
"42669",355470,2022,22,0,0,4,0,0,0,0,4,16,1,16
"42670",355475,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42671",355475,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42672",355475,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42673",355475,2015,3,0,1,0,0,0,0,0,1,2,0,2
"42674",355475,2016,3,0,0,0,0,0,0,0,0,2,0,2
"42675",355475,2017,3,0,0,0,0,0,0,0,0,1,2,1
"42676",355475,2018,1,0,0,0,0,0,0,0,0,1,0,1
"42677",355475,2019,1,0,0,0,0,0,0,0,0,1,0,1
"42678",355475,2020,2,0,0,0,0,0,0,0,0,2,0,2
"42679",355475,2021,2,0,0,0,0,0,0,0,0,2,0,2
"42680",355475,2022,1,0,0,0,0,0,0,0,0,1,0,1
"42681",355480,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42682",355480,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42683",355480,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42684",355480,2015,64,0,0,0,0,0,0,0,0,60,12,60
"42685",355480,2016,64,0,0,0,0,0,0,0,0,39,24,39
"42686",355480,2017,78,0,1,0,0,0,0,3,4,48,21,48
"42687",355480,2018,57,0,0,0,0,0,0,2,2,42,22,42
"42688",355480,2019,53,0,0,1,0,0,0,1,3,31,6,31
"42689",355480,2020,85,0,0,2,0,0,0,2,4,58,23,58
"42690",355480,2021,93,0,1,2,2,0,2,3,9,58,26,58
"42691",355480,2022,91,0,0,3,0,0,0,0,3,62,21,62
"42692",355490,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42693",355490,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42694",355490,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42695",355490,2015,2,0,0,0,0,0,0,0,0,1,0,1
"42696",355490,2016,2,0,0,0,0,0,0,0,0,2,1,2
"42697",355490,2017,9,0,0,0,0,0,0,0,0,9,7,9
"42698",355490,2018,11,0,0,3,0,0,0,1,4,11,5,11
"42699",355490,2019,15,0,0,0,0,0,0,0,0,11,5,11
"42700",355490,2020,23,0,0,0,0,0,0,1,1,20,7,20
"42701",355490,2021,14,1,0,0,1,0,0,0,2,11,3,11
"42702",355490,2022,24,0,0,0,0,0,0,1,1,18,6,18
"42703",355495,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42704",355495,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42705",355495,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42706",355495,2015,5,0,0,0,0,0,0,0,0,3,2,3
"42707",355495,2016,8,0,0,0,0,0,0,0,0,5,3,5
"42708",355495,2017,5,0,0,0,0,0,0,0,0,4,1,4
"42709",355495,2018,7,0,1,1,0,0,0,0,1,3,4,3
"42710",355495,2019,4,0,0,0,0,0,0,0,0,4,0,4
"42711",355495,2020,8,0,0,0,0,0,0,0,0,6,2,6
"42712",355495,2021,9,0,0,0,0,0,0,0,0,7,2,7
"42713",355495,2022,8,0,0,0,0,0,0,0,0,7,2,7
"42714",355500,2012,0,0,0,0,0,0,0,0,0,0,0,0
"42715",355500,2013,0,0,0,0,0,0,0,0,0,0,0,0
"42716",355500,2014,0,0,0,0,0,0,0,0,0,0,0,0
"42717",355500,2015,59,0,0,2,1,0,0,1,4,40,5,40
"42718",355500,2016,28,0,0,1,0,0,0,0,1,21,8,21
"42719",355500,2017,92,0,2,11,0,0,0,2,12,55,7,55
"42720",355500,2018,345,0,1,8,1,0,0,2,12,194,27,194
"42721",355500,2019,118,0,0,0,0,0,1,0,1,110,92,110
"42722",355500,2020,146,5,3,2,8,0,0,3,13,103,35,103
"42723",355500,2021,119,2,1,1,2,0,1,1,4,86,14,86
"42724",355500,2022,62,2,0,0,2,0,1,1,3,51,15,51
"42725",355510,2012,0,0,0,0,0,0,0,0,0,0,0,0
