codmunres,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia,nascimentos,partos_na_macro_com_1mais_uti,partos_na_macro_com_4mais_uti,partos_na_macro_sem_1mais_uti,partos_na_macro_sem_4mais_uti,partos_fora_macro_com_1mais_uti,partos_fora_macro_com_4mais_uti,partos_fora_macro_sem_1mais_uti,partos_fora_macro_sem_4mais_uti,partos_na_macro_sem_inf,partos_fora_macro_sem_inf
160020,2025,30,1,62,2,0,0,364.1929,221.4788,1639.8985,0,364.1929,0,0,0,364.1929,221.4788,1639.8985,65,364.1929,364.1929,364.1929,95,65,160030,53,81.5,160053,8,12.3,160050,2,3.1,2020068,25,SES AP HOSPITAL DA MULHER MAE LUZIA,3,2,2,1,1,0,0,0,0,0,0
160021,2023,15,0,3,96,0,0,155.0848,141.8339,0,0,155.0848,141.8339,0,0,0,141.8339,0,99,141.8339,141.8339,141.8339,114,99,160030,96,97,160060,3,3,,,,2020068,76,SES AP HOSPITAL DA MULHER MAE LUZIA,3,3,3,0,0,0,0,0,0,0,0
160021,2024,13,0,1,85,0,0,155.0848,141.8339,0,0,155.0848,141.8339,0,0,0,141.8339,0,86,141.8339,141.8339,141.8339,99,86,160030,85,98.8,160060,1,1.2,,,,2020068,50,SES AP HOSPITAL DA MULHER MAE LUZIA,3,3,3,0,0,0,0,0,0,0,0
160021,2025,6,0,0,53,0,0,0,141.8339,0,0,0,141.8339,0,0,0,141.8339,0,53,141.8339,141.8339,141.8339,59,53,160030,53,100,,,,,,,2020068,31,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160023,2023,27,0,2,110,0,0,144.3385,137.7511,0,0,144.3385,137.7511,0,0,0,137.7511,0,112,137.7511,137.7511,137.7511,139,112,160030,109,97.3,160060,2,1.8,160053,1,0.9,2020068,87,SES AP HOSPITAL DA MULHER MAE LUZIA,5,5,5,0,0,0,0,0,0,0,0
160023,2024,19,0,2,114,0,0,144.3385,137.7511,0,0,144.3385,137.7511,0,0,0,36.7412,0,116,137.7511,137.7511,36.7412,135,116,160030,90,77.6,160053,24,20.7,160060,2,1.7,2020068,59,SES AP HOSPITAL DA MULHER MAE LUZIA,1,0,0,1,1,0,0,0,0,0,0
160023,2025,7,0,0,73,0,0,0,36.7412,0,0,0,137.7511,0,0,0,36.7412,0,73,36.7412,137.7511,36.7412,80,73,160053,50,68.5,160030,23,31.5,,,,2019736,50,SES AP HOSPITAL MARIA LUCIA GUIMARAES DA SILVA,0,0,0,0,0,0,0,0,0,0,0
160025,2023,7,0,2,110,0,0,122.3183,101.9617,0,0,122.3183,101.9617,0,0,0,101.9617,0,112,101.9617,101.9617,101.9617,119,112,160030,110,98.2,160060,2,1.8,,,,2020068,84,SES AP HOSPITAL DA MULHER MAE LUZIA,2,2,2,0,0,0,0,0,0,0,0
160025,2024,11,0,0,117,0,0,0,101.9617,0,0,0,101.9617,0,0,0,101.9617,0,117,101.9617,101.9617,101.9617,128,117,160030,117,100,,,,,,,2020068,84,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160025,2025,3,0,1,75,0,0,122.3183,101.9617,0,0,122.3183,101.9617,0,0,0,101.9617,0,76,101.9617,101.9617,101.9617,79,76,160030,75,98.7,160060,1,1.3,,,,2020068,47,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160027,2023,572,0,15,7,0,0,275.8429,282.4303,0,0,275.8429,282.4303,0,0,0,0,0,22,275.8429,275.8429,0,594,22,160030,15,68.2,160060,7,31.8,,,,2020068,14,SES AP HOSPITAL DA MULHER MAE LUZIA,5,3,3,2,2,0,0,0,0,0,0
160027,2024,513,1,23,3,0,0,275.8429,282.4303,574.7042,0,275.8429,282.4303,574.7042,0,275.8429,27.0658,0,27,275.8429,275.8429,275.8429,540,27,160030,23,85.2,160060,2,7.4,150680,1,3.7,2020068,16,SES AP HOSPITAL DA MULHER MAE LUZIA,12,3,3,9,9,0,0,0,0,0,0
160027,2025,339,1,22,2,0,0,275.8429,282.4303,845.534,0,275.8429,282.4303,0,0,275.8429,0,845.534,25,275.8429,275.8429,275.8429,364,25,160030,22,88,160060,2,8,150480,1,4,2020068,19,SES AP HOSPITAL DA MULHER MAE LUZIA,3,2,2,1,1,0,0,0,0,0,0
160030,2023,7217,18,179,0,0,0,21.3422,0,873.7577,0,21.3422,0,2836.5411,0,28.0289,0,264.5521,197,21.3422,21.3422,264.5521,7414,197,160060,176,89.3,150180,4,2,355030,3,1.5,2021064,173,SES AP HOSPITAL ESTADUAL DE SANTANA,97,97,97,0,0,0,0,0,0,0,0
160030,2024,7000,12,148,0,0,0,21.3422,0,1050.6034,0,21.3422,0,3017.8809,0,28.0289,0,287.9256,160,21.3422,21.3422,231.4122,7160,160,160060,144,90,150310,2,1.2,355030,2,1.2,2021064,140,SES AP HOSPITAL ESTADUAL DE SANTANA,98,98,98,0,0,0,0,0,0,0,0
160030,2025,4502,4,89,4,0,0,21.3422,115.9282,2472.2328,0,21.3422,0,2593.6158,0,301.6738,115.9282,1771.7834,97,21.3422,21.3422,128.8811,4599,97,160060,88,90.7,160053,2,2.1,150250,1,1,2021064,87,SES AP HOSPITAL ESTADUAL DE SANTANA,84,82,82,1,1,0,0,0,0,0,1
160040,2023,42,0,233,206,0,0,34.7156,20.5911,0,0,34.7156,20.5911,0,0,34.7156,236.196,0,439,34.7156,20.5911,34.7156,481,439,160030,233,53.1,160060,198,45.1,160027,8,1.8,2021064,196,SES AP HOSPITAL ESTADUAL DE SANTANA,5,5,5,0,0,0,0,0,0,0,0
160040,2024,34,0,201,199,0,0,34.7156,20.5911,0,0,34.7156,20.5911,0,0,34.7156,128.3936,0,400,34.7156,20.5911,34.7156,434,400,160030,201,50.2,160060,198,49.5,160027,1,0.2,2021064,197,SES AP HOSPITAL ESTADUAL DE SANTANA,1,1,1,0,0,0,0,0,0,0,0
160040,2025,21,0,155,127,0,0,34.7156,20.5911,0,0,34.7156,20.5911,0,0,34.7156,236.196,0,282,34.7156,20.5911,34.7156,303,282,160030,155,55,160060,126,44.7,160027,1,0.4,2021064,126,SES AP HOSPITAL ESTADUAL DE SANTANA,3,3,3,0,0,0,0,0,0,0,0
160050,2023,547,0,35,1,0,0,582.0053,221.4788,0,0,582.0053,0,0,0,582.0053,221.4788,0,36,582.0053,582.0053,582.0053,583,36,160030,30,83.3,160060,3,8.3,160020,1,2.8,2020068,24,SES AP HOSPITAL DA MULHER MAE LUZIA,8,3,3,5,5,0,0,0,0,0,0
160050,2024,517,1,20,0,0,0,582.0053,0,4012.7498,0,582.0053,0,0,0,582.0053,0,4012.7498,21,582.0053,582.0053,582.0053,538,21,160030,20,95.2,330455,1,4.8,,,,2020068,15,SES AP HOSPITAL DA MULHER MAE LUZIA,9,1,1,8,8,0,0,0,0,0,0
160050,2025,261,0,44,0,0,0,582.0053,0,0,0,582.0053,0,0,0,582.0053,0,0,44,582.0053,582.0053,582.0053,305,44,160030,43,97.7,160060,1,2.3,,,,2020068,31,SES AP HOSPITAL DA MULHER MAE LUZIA,6,4,4,2,2,0,0,0,0,0,0
160053,2023,42,1,12,273,0,0,120.234,115.9282,542.6263,0,120.234,115.9282,542.6263,0,0,115.9282,0,286,115.9282,115.9282,115.9282,328,286,160030,273,95.5,160060,12,4.2,150140,1,0.3,2020068,208,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160053,2024,82,0,14,232,0,0,120.234,115.9282,0,0,120.234,115.9282,0,0,0,115.9282,0,246,115.9282,115.9282,115.9282,328,246,160030,232,94.3,160060,14,5.7,,,,2020068,133,SES AP HOSPITAL DA MULHER MAE LUZIA,6,4,4,2,2,0,0,0,0,0,0
160053,2025,146,0,3,52,0,0,120.234,115.9282,0,0,120.234,115.9282,0,0,0,115.9282,0,55,115.9282,115.9282,115.9282,201,55,160030,52,94.5,160060,3,5.5,,,,2020068,33,SES AP HOSPITAL DA MULHER MAE LUZIA,4,3,3,1,1,0,0,0,0,0,0
160055,2023,14,0,62,0,0,0,275.0054,0,0,0,275.0054,0,0,0,275.0054,0,0,62,275.0054,275.0054,275.0054,76,62,160030,55,88.7,160053,4,6.5,160060,2,3.2,2020068,32,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160055,2024,8,0,52,4,0,0,275.0054,51.8812,0,0,275.0054,0,0,0,171.7139,51.8812,0,56,275.0054,275.0054,171.7139,64,56,160030,43,76.8,160053,9,16.1,160010,2,3.6,2020068,34,SES AP HOSPITAL DA MULHER MAE LUZIA,0,0,0,0,0,0,0,0,0,0,0
160055,2025,2,0,45,4,0,0,171.7139,44.4895,0,0,275.0054,0,0,0,171.7139,44.4895,0,49,171.7139,275.0054,171.7139,51,49,160053,23,46.9,160030,21,42.9,160070,4,8.2,2019736,22,SES AP HOSPITAL MARIA LUCIA GUIMARAES DA SILVA,0,0,0,0,0,0,0,0,0,0,0
160060,2023,1300,1,623,2,0,0,21.3422,151.5107,243.5271,0,21.3422,0,0,0,21.3422,151.5107,243.5271,626,21.3422,21.3422,21.3422,1926,626,160030,623,99.5,150180,1,0.2,160027,1,0.2,2020068,300,SES AP HOSPITAL DA MULHER MAE LUZIA,27,27,27,0,0,0,0,0,0,0,0
160060,2024,1104,3,700,1,0,0,21.3422,20.5911,268.8689,0,21.3422,0,0,0,21.3422,20.5911,268.8689,704,21.3422,21.3422,21.3422,1808,704,160030,699,99.3,150180,1,0.1,150310,1,0.1,2020068,312,SES AP HOSPITAL DA MULHER MAE LUZIA,25,25,25,0,0,0,0,0,0,0,0
160060,2025,616,0,483,2,0,0,21.3422,151.5107,0,0,21.3422,0,0,0,21.3422,151.5107,0,485,21.3422,21.3422,21.3422,1101,485,160030,483,99.6,160027,1,0.2,160040,1,0.2,2020068,230,SES AP HOSPITAL DA MULHER MAE LUZIA,21,21,21,0,0,0,0,0,0,0,0
160070,2023,91,0,205,0,0,0,231.4122,0,0,0,231.4122,0,0,0,231.4122,0,0,205,231.4122,231.4122,231.4122,296,205,160030,196,95.6,160023,4,2,160021,2,1,2020068,149,SES AP HOSPITAL DA MULHER MAE LUZIA,5,5,5,0,0,0,0,0,0,0,0
160070,2024,83,0,177,0,0,0,231.4122,0,0,0,231.4122,0,0,0,231.4122,0,0,177,231.4122,231.4122,231.4122,260,177,160030,150,84.7,160053,22,12.4,160060,3,1.7,2020068,98,SES AP HOSPITAL DA MULHER MAE LUZIA,1,1,1,0,0,0,0,0,0,0,0
160070,2025,54,0,116,0,0,0,128.1207,0,0,0,231.4122,0,0,0,128.1207,0,0,116,128.1207,231.4122,128.1207,170,116,160053,61,52.6,160030,53,45.7,160021,1,0.9,2019736,61,SES AP HOSPITAL MARIA LUCIA GUIMARAES DA SILVA,2,2,2,0,0,0,0,0,0,0,0
160080,2023,14,3,10,206,0,0,305.5066,27.0658,1179.9317,0,305.5066,309.7136,2636.3812,0,305.5066,27.0658,657.1938,219,27.0658,305.5066,27.0658,233,219,160027,202,92.2,160030,10,4.6,160060,4,1.8,2020076,201,SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI,1,0,0,1,1,0,0,0,0,0,0
160080,2024,14,0,5,167,0,0,305.5066,27.0658,0,0,305.5066,309.7136,0,0,0,27.0658,0,172,27.0658,307.6101,27.0658,186,172,160027,162,94.2,160030,5,2.9,160060,5,2.9,2020076,162,SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI,2,0,0,2,2,0,0,0,0,0,0
160080,2025,7,0,3,100,0,0,305.5066,27.0658,0,0,305.5066,309.7136,0,0,0,27.0658,0,103,27.0658,309.7136,27.0658,110,103,160027,96,93.2,160060,4,3.9,160030,3,2.9,2020076,96,SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI,2,0,0,2,2,0,0,0,0,0,0
170025,2023,0,0,9,25,0,0,148.7202,83.2688,0,0,148.7202,83.2688,0,0,148.7202,83.2688,0,34,83.2688,115.9945,83.2688,34,34,171610,24,70.6,172100,7,20.6,171320,1,2.9,2755149,22,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,0,0,0,0,0,0,0,0,0,0,0
170025,2024,0,0,3,22,0,0,148.7202,83.2688,0,0,0,0,0,0,148.7202,83.2688,0,25,83.2688,0,83.2688,25,25,171610,22,88,172100,3,12,,,,2755149,22,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,1,1,1,0,0,0,0,0,0,0,0
170025,2025,0,0,7,13,0,0,148.7202,83.2688,0,0,148.7202,0,0,0,148.7202,83.2688,0,20,83.2688,148.7202,83.2688,20,20,171610,13,65,172100,7,35,,,,2755149,13,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,0,0,0,0,0,0,0,0,0,0,0
170030,2023,0,2,57,24,0,0,120.938,29.828,99.9822,0,120.938,0,196.6987,0,0,29.828,3.2658,83,120.938,120.938,29.828,83,83,170210,57,68.7,172120,24,28.9,210005,1,1.2,2755165,57,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170030,2024,0,3,38,13,0,0,120.938,29.828,3.2658,0,120.938,0,0,0,0,29.828,3.2658,54,120.938,120.938,29.828,54,54,170210,38,70.4,172120,13,24.1,210405,3,5.6,2755165,38,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170030,2025,0,0,32,14,0,0,120.938,29.828,0,0,120.938,185.6343,0,0,0,29.828,0,46,120.938,120.938,29.828,46,46,170210,32,69.6,172120,13,28.3,170255,1,2.2,2755165,32,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170035,2023,0,0,4,63,0,0,139.2771,50.6187,0,0,0,50.6187,0,0,139.2771,50.6187,0,67,50.6187,50.6187,106.8855,67,67,170950,63,94,171820,2,3,172100,2,3,2786109,59,HOSPITAL REGIONAL DE GURUPI,1,0,0,1,1,0,0,0,0,0,0
170035,2024,0,0,7,52,0,0,171.6688,50.6187,0,0,171.6688,50.6187,0,0,171.6688,50.6187,0,59,50.6187,50.6187,106.8855,59,59,170950,52,88.1,172100,5,8.5,171820,2,3.4,2786109,44,HOSPITAL REGIONAL DE GURUPI,0,0,0,0,0,0,0,0,0,0,0
170035,2025,1,1,4,38,0,0,139.2771,50.6187,1601.0082,0,0,50.6187,1601.0082,0,139.2771,50.6187,0,43,50.6187,50.6187,106.8855,44,43,170950,38,88.4,171820,2,4.7,172100,2,4.7,2786109,35,HOSPITAL REGIONAL DE GURUPI,1,1,1,0,0,0,0,0,0,0,0
170040,2023,4,3,36,68,0,0,269.6693,45.1757,391.3363,0,0,0,0,0,269.6693,45.1757,391.3363,107,45.1757,0,45.1757,111,107,170700,68,63.6,171820,18,16.8,172100,17,15.9,2786095,68,HOSPITAL REGIONAL DE DIANOPOLIS,0,0,0,0,0,0,0,0,0,0,0
170040,2024,0,1,24,85,0,0,302.4357,45.1757,207.9529,0,302.4357,0,0,0,302.4357,45.1757,207.9529,110,45.1757,302.4357,45.1757,110,110,170700,85,77.3,172100,18,16.4,171820,6,5.5,2786095,84,HOSPITAL REGIONAL DE DIANOPOLIS,1,1,1,0,0,0,0,0,0,0,0
170040,2025,0,1,23,61,0,0,302.4357,45.1757,207.9529,0,302.4357,0,207.9529,0,302.4357,45.1757,0,85,45.1757,302.4357,45.1757,85,85,170700,61,71.8,172100,23,27.1,291955,1,1.2,2786095,61,HOSPITAL REGIONAL DE DIANOPOLIS,2,0,0,2,2,0,0,0,0,0,0
170070,2023,34,4,21,95,0,0,311.7469,90.4519,114.753,0,0,90.4519,317.3806,0,311.7469,90.4519,114.753,120,90.4519,90.4519,311.7469,154,120,170950,95,79.2,172100,19,15.8,521800,3,2.5,2786109,83,HOSPITAL REGIONAL DE GURUPI,2,2,2,0,0,0,0,0,0,0,0
170070,2024,16,5,14,109,0,0,311.7469,90.4519,114.753,0,0,90.4519,940.1113,0,311.7469,80.1673,114.753,128,90.4519,90.4519,311.7469,144,128,170950,107,83.6,172100,14,10.9,521800,3,2.3,2786109,99,HOSPITAL REGIONAL DE GURUPI,0,0,0,0,0,0,0,0,0,0,0
170070,2025,12,1,5,61,0,0,311.7469,90.4519,114.753,0,311.7469,90.4519,0,0,311.7469,90.4519,114.753,67,90.4519,90.4519,180.4817,79,67,170950,60,89.6,172100,4,6,170386,1,1.5,2786109,56,HOSPITAL REGIONAL DE GURUPI,1,0,0,1,1,0,0,0,0,0,0
170100,2023,5,7,136,0,0,0,118.1663,0,80.3146,0,118.1663,0,1257.5661,0,93.5038,0,80.3146,143,118.1663,118.1663,80.3146,148,143,170210,135,94.4,150745,5,3.5,520870,2,1.4,2755165,134,HOSPITAL DOM ORIONE DE ARAGUAINA,2,2,2,0,0,0,0,0,0,0,0
170100,2024,0,0,140,3,1,500.3563,118.1663,127.8015,0,0,118.1663,127.8015,0,500.3563,68.8414,13.3111,0,144,118.1663,118.1663,68.8414,144,144,170210,139,96.5,170255,2,1.4,171855,1,0.7,2755165,139,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170100,2025,0,1,87,1,2,500.3563,118.1663,127.8015,240.7712,500.3563,118.1663,127.8015,0,0,72.7417,0,240.7712,91,118.1663,118.1663,76.642,91,91,170210,85,93.4,172100,2,2.2,150420,1,1.1,2755165,85,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170105,2023,0,0,36,1,0,0,128.0988,123.961,0,0,128.0988,123.961,0,0,128.0988,0,0,37,128.0988,128.0988,128.0988,37,37,170210,36,97.3,170255,1,2.7,,,,2755165,35,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170105,2024,0,0,39,0,1,511.0215,128.0988,0,0,0,128.0988,0,0,511.0215,93.6225,0,0,40,128.0988,128.0988,302.322,40,40,170210,38,95,171720,1,2.5,172100,1,2.5,2755165,38,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170105,2025,0,2,28,1,0,0,128.0988,123.961,230.9038,0,128.0988,123.961,71.9936,0,128.0988,0,389.8139,31,128.0988,128.0988,258.9564,31,31,170210,28,90.3,150215,1,3.2,170255,1,3.2,2755165,27,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170110,2023,4,0,0,70,0,0,0,78.1428,0,0,0,78.1428,0,0,0,78.1428,0,70,78.1428,78.1428,78.1428,74,70,172100,69,98.6,171320,1,1.4,,,,2755157,66,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS,0,0,0,0,0,0,0,0,0,0,0
170110,2024,3,0,0,64,0,0,0,78.1428,0,0,0,78.1428,0,0,0,78.1428,0,64,78.1428,78.1428,78.1428,67,64,172100,64,100,,,,,,,2755157,56,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS,0,0,0,0,0,0,0,0,0,0,0
170110,2025,0,0,0,44,0,0,0,78.1428,0,0,0,78.1428,0,0,0,78.1428,0,44,78.1428,78.1428,78.1428,44,44,172100,44,100,,,,,,,2755157,40,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS,0,0,0,0,0,0,0,0,0,0,0
170130,2023,0,0,0,66,0,0,0,43.4305,0,0,0,43.4305,0,0,0,0,0,66,43.4305,43.4305,0,66,66,170210,66,100,,,,,,,2755165,66,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170130,2024,0,0,1,46,0,0,143.7373,43.4305,0,0,0,43.4305,0,0,143.7373,43.4305,0,47,43.4305,43.4305,93.5839,47,47,170210,46,97.9,170550,1,2.1,,,,2755165,45,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170130,2025,0,0,0,35,0,0,0,43.4305,0,0,0,43.4305,0,0,0,0,0,35,43.4305,43.4305,0,35,35,170210,35,100,,,,,,,2755165,35,HOSPITAL DOM ORIONE DE ARAGUAINA,2,2,2,0,0,0,0,0,0,0,0
170190,2023,18,0,19,52,4,244.8179,291.9083,227.7899,0,466.9732,291.9083,227.7899,0,151.0065,291.9083,227.7899,0,75,227.7899,291.9083,227.7899,93,75,171610,50,66.7,172100,18,24,170710,2,2.7,2755149,49,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,1,1,1,0,0,0,0,0,0,0,0
170190,2024,10,0,12,49,1,338.6292,291.9083,227.7899,0,338.6292,291.9083,0,0,0,291.9083,227.7899,0,62,227.7899,291.9083,227.7899,72,62,171610,46,74.2,172100,12,19.4,170210,1,1.6,2755149,44,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,0,0,0,0,0,0,0,0,0,0,0
170190,2025,3,0,14,33,1,151.0065,291.9083,227.7899,0,0,291.9083,0,0,151.0065,291.9083,227.7899,0,48,227.7899,291.9083,227.7899,51,48,171610,31,64.6,172100,13,27.1,170720,2,4.2,2755149,31,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS,0,0,0,0,0,0,0,0,0,0,0
170200,2023,21,26,11,56,0,0,407.6762,187.1343,56.2643,0,407.6762,187.1343,604.873,0,407.6762,96.9824,56.2643,93,187.1343,187.1343,56.2643,114,93,170950,53,57,522020,20,21.5,172100,11,11.8,2786109,49,HOSPITAL REGIONAL DE GURUPI,3,1,1,2,2,0,0,0,0,0,0
170200,2024,19,11,5,52,0,0,407.6762,187.1343,56.2643,0,0,187.1343,0,0,407.6762,96.9824,56.2643,68,187.1343,187.1343,96.9824,87,68,170950,45,66.2,522020,10,14.7,170070,7,10.3,2786109,40,HOSPITAL REGIONAL DE GURUPI,2,2,2,0,0,0,0,0,0,0,0
170200,2025,23,9,4,27,0,0,407.6762,187.1343,56.2643,0,0,187.1343,0,0,407.6762,96.9824,56.2643,40,187.1343,187.1343,96.9824,63,40,170950,25,62.5,522020,6,15,172100,4,10,2786109,22,HOSPITAL REGIONAL DE GURUPI,1,1,1,0,0,0,0,0,0,0,0
170210,2023,2842,13,1,3,9,386.0443,251.918,51.4952,249.9383,386.0443,251.918,0,1124.1703,386.0443,0,51.4952,248.0105,26,343.0066,386.0443,286.0574,2868,26,172100,8,30.8,520870,3,11.5,150840,2,7.7,2755157,5,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS,34,32,32,0,0,2,2,0,0,0,0
170210,2024,2861,10,2,1,3,386.0443,204.857,59.1902,833.1904,386.0443,251.918,0,1142.5214,386.0443,157.796,59.1902,403.2204,16,386.0443,764.2828,334.3128,2877,16,172100,3,18.8,520870,3,18.8,210530,2,12.5,2339196,2,HOSPITAL ESTADUAL DA MULHER DR JURANDIR DO NASCIMENTO HEMU,43,43,43,0,0,0,0,0,0,0,0
170210,2025,2076,10,1,1,3,386.0443,149.1976,81.03,1142.5214,386.0443,0,0,1151.5597,386.0443,149.1976,81.03,1142.5214,15,386.0443,764.2828,386.0443,2091,15,520870,5,33.3,172100,3,20,150370,1,6.7,2506858,2,HOSPITAL E MATERNIDADE DONA IRIS,29,28,28,0,0,1,1,0,0,0,0
170215,2023,1,2,0,58,0,0,0,97.3415,189.2068,0,0,97.3415,0,0,0,25.3646,189.2068,60,97.3415,97.3415,189.2068,61,60,170210,57,95,150420,2,3.3,172210,1,1.7,2755165,57,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170215,2024,0,0,0,48,0,0,0,97.3415,0,0,0,97.3415,0,0,0,25.3646,0,48,97.3415,97.3415,25.3646,48,48,170210,47,97.9,172210,1,2.1,,,,2755165,47,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170215,2025,0,0,0,39,0,0,0,97.3415,0,0,0,97.3415,0,0,0,62.0079,0,39,97.3415,97.3415,62.0079,39,39,170210,37,94.9,170388,1,2.6,172210,1,2.6,2755165,36,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170220,2023,9,66,22,330,2,618.9423,235.8648,35.1996,100.2746,0,235.8648,35.1996,100.2746,618.9423,0,151.7931,100.2746,420,35.1996,35.1996,100.2746,429,420,170255,329,78.3,210530,54,12.9,170210,22,5.2,2468972,329,HOSPITAL REGIONAL DE AUGUSTINOPOLIS,11,3,3,3,3,4,4,1,1,0,0
170220,2024,9,53,14,331,0,0,235.8648,35.1996,100.2746,0,235.8648,35.1996,100.2746,0,0,93.4964,100.2746,398,35.1996,35.1996,100.2746,407,398,170255,330,82.9,210530,49,12.3,170210,14,3.5,2468972,329,HOSPITAL REGIONAL DE AUGUSTINOPOLIS,6,0,0,4,4,2,2,0,0,0,0
170220,2025,89,31,25,163,1,618.9423,235.8648,35.1996,100.2746,618.9423,235.8648,35.1996,100.2746,0,0,69.5556,100.2746,220,35.1996,35.1996,100.2746,309,220,170255,161,73.2,210530,30,13.6,170210,25,11.4,2468972,161,HOSPITAL REGIONAL DE AUGUSTINOPOLIS,2,1,1,0,0,1,1,0,0,0,0
170230,2023,10,1,76,1,0,0,157.796,62.4123,615.3163,0,157.796,0,0,0,128.4812,62.4123,615.3163,78,157.796,157.796,128.4812,88,78,170210,75,96.2,150506,1,1.3,170305,1,1.3,2755165,74,HOSPITAL DOM ORIONE DE ARAGUAINA,1,1,1,0,0,0,0,0,0,0,0
170230,2024,12,1,71,2,1,385.5629,157.796,85.4106,1142.7727,0,157.796,0,0,385.5629,0,85.4106,1142.7727,75,157.796,157.796,246.986,87,75,170210,71,94.7,170305,1,1.3,170550,1,1.3,2755165,71,HOSPITAL DOM ORIONE DE ARAGUAINA,2,2,2,0,0,0,0,0,0,0,0
170230,2025,2,0,43,1,0,0,157.796,108.409,0,0,157.796,0,0,0,0,108.409,0,44,157.796,157.796,108.409,46,44,170210,43,97.7,170550,1,2.3,,,,2755165,43,HOSPITAL DOM ORIONE DE ARAGUAINA,0,0,0,0,0,0,0,0,0,0,0
170240,2023,114,11,29,1,0,0,422.1234,137.3489,24.673,0,347.3883,0,428.1694,0,422.1234,137.3489,24.673,41,357.3401,384.7558,357.3401,155,41,172100,16,39,171820,10,24.4,520490,10,24.4,2755157,14,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS,1,1,1,0,0,0,0,0,0,0,0
170240,2024,99,10,21,0,0,0,422.1234,0,24.673,0,422.1234,0,0,0,357.3401,0,24.673,31,357.3401,422.1234,357.3401,130,31,172100,12,38.7,520490,8,25.8,171820,7,22.6,2441888,7,CASA DE SAUDE NOSSA SENHORA DA CONCEICAO,3,3,3,0,0,0,0,0,0,0,0
