codmunres,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia,nascimentos,partos_na_macro_com_1mais_uti,partos_na_macro_com_4mais_uti,partos_na_macro_sem_1mais_uti,partos_na_macro_sem_4mais_uti,partos_fora_macro_com_1mais_uti,partos_fora_macro_com_4mais_uti,partos_fora_macro_sem_1mais_uti,partos_fora_macro_sem_4mais_uti,partos_na_macro_sem_inf,partos_fora_macro_sem_inf
110147,2024,0,1,1,29,0,0,61.3082,28.147,2651.2729,0,0,0,2651.2729,0,61.3082,28.147,0,31,28.147,2651.2729,28.147,31,31,110018,19,61.3,110004,8,25.8,110009,2,6.5,2496534,17,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO,0,0,0,0,0,0,0,0,0,0,0
110147,2025,0,1,2,22,0,0,129.464,28.147,1897.9314,0,0,0,1897.9314,0,129.464,28.147,0,25,46.6034,1897.9314,37.3752,25,25,110018,12,48,110004,9,36,110001,1,4,2496534,11,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO,2,0,0,1,1,1,1,0,0,0,0
110148,2023,1,0,5,57,2,532.5319,49.451,58.543,0,532.5319,0,52.2042,0,0,49.451,58.543,0,64,58.543,52.2042,58.543,65,64,110004,25,39.1,110018,20,31.2,110009,12,18.8,2496046,19,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,2,0,0,1,1,1,1,0,0,0,0
110148,2024,0,0,3,41,1,532.5319,49.451,52.2042,0,532.5319,0,0,0,0,49.451,52.2042,0,45,52.2042,532.5319,52.2042,45,45,110004,27,60,110018,10,22.2,110009,4,8.9,2496046,20,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,0,0,0,0,0,0,0,0,0,0,0
110148,2025,0,0,1,29,0,0,242.0245,52.2042,0,0,242.0245,0,0,0,0,52.2042,0,30,52.2042,242.0245,52.2042,30,30,110004,19,63.3,110018,6,20,110009,4,13.3,2496046,19,HOSPITAL MUNICIPAL MATERNO INFANTIL DE CACOAL,1,0,0,1,1,0,0,0,0,0,0
110149,2023,200,1,45,2,15,605.0342,266.7359,79.0308,1194.4895,605.0342,266.7359,0,0,0,225.4707,79.0308,1194.4895,63,266.7359,281.4434,218.6317,263,63,110012,17,27,110020,15,23.8,110004,9,14.3,4001303,15,HOSPITAL DE BASE PORTO VELHO,0,0,0,0,0,0,0,0,0,0,0
110149,2024,201,1,59,3,7,605.0342,272.228,79.0308,3332.6026,605.0342,266.7359,0,3332.6026,0,296.1509,79.0308,0,70,272.228,266.7359,296.1509,271,70,110012,23,32.9,110004,22,31.4,110015,7,10,2495279,17,HOSPITAL DR CLAUDIONOR COUTO RORIZ,1,0,0,0,0,1,1,0,0,0,0
110149,2025,122,1,51,5,9,605.0342,266.7359,79.0308,3039.3426,605.0342,266.7359,0,3039.3426,0,218.6317,79.0308,0,66,266.7359,266.7359,110.5588,188,66,110032,17,25.8,110012,15,22.7,110004,11,16.7,2808668,17,HOSPITAL MUNICIPAL MASSAO OKAMOTO,3,0,0,2,2,1,1,0,0,0,0
110150,2023,126,0,38,28,7,541.0163,93.411,79.0308,0,541.0163,202.718,0,0,0,36.1687,79.0308,0,73,79.0308,202.718,79.0308,199,73,110149,28,38.4,110032,15,20.5,110012,9,12.3,7218656,28,HOSPITAL REGIONAL DE SAO FRANCISCO,3,0,0,1,1,2,2,0,0,0,0
110150,2024,83,0,44,3,6,541.0163,202.718,79.0308,0,541.0163,202.718,0,0,466.1249,154.6139,79.0308,0,53,202.718,305.7557,154.6139,136,53,110032,12,22.6,110012,11,20.8,110004,10,18.9,2808668,12,HOSPITAL MUNICIPAL MASSAO OKAMOTO,1,0,0,0,0,0,0,0,0,1,0
110150,2025,77,0,24,1,5,541.0163,202.718,79.0308,0,541.0163,202.718,0,0,0,178.666,79.0308,0,30,202.718,403.3013,154.6139,107,30,110012,9,30,110032,6,20,110020,5,16.7,2808668,6,HOSPITAL MUNICIPAL MASSAO OKAMOTO,0,0,0,0,0,0,0,0,0,0,0
110155,2023,0,0,1,47,0,0,118.4456,30.7192,0,0,118.4456,37.7921,0,0,0,30.7192,0,48,30.7192,37.7921,30.7192,48,48,110015,28,58.3,110012,10,20.8,110170,8,16.7,2496879,11,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,0,0,0,0,0,0,0,0,0,0,0
110155,2024,0,0,0,43,1,363.5254,0,30.7192,0,363.5254,0,37.7921,0,0,0,30.7192,0,44,30.7192,37.7921,30.7192,44,44,110015,25,56.8,110012,10,22.7,110170,8,18.2,2496879,10,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,0,0,0,0,0,0,0,0,0,0,0
110155,2025,0,0,0,26,2,363.5254,0,30.7192,0,363.5254,0,30.7192,0,0,0,30.7192,0,28,30.7192,34.2557,30.7192,28,28,110015,17,60.7,110170,5,17.9,110012,3,10.7,2516276,5,HOSPITAL SAO LUCAS DE OURO PRETO,0,0,0,0,0,0,0,0,0,0,0
110160,2023,0,0,11,62,0,0,314.5385,32.9319,0,0,314.5385,32.9319,0,0,89.9183,75.15,0,73,75.15,32.9319,75.15,73,73,110011,35,47.9,110015,18,24.7,110012,8,11,2808609,27,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,0,0,0,0,0,0,0,0,0,0,0
110160,2024,1,0,5,75,0,0,89.9183,32.9319,0,0,314.5385,32.9319,0,0,89.9183,75.15,0,80,32.9319,32.9319,75.15,81,80,110011,49,61.3,110015,17,21.2,110012,6,7.5,2808609,40,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,1,0,0,1,1,0,0,0,0,0,0
110160,2025,0,0,5,41,0,0,314.5385,75.15,0,0,314.5385,32.9319,0,0,0,75.15,0,46,75.15,32.9319,75.15,46,46,110011,20,43.5,110015,15,32.6,110012,5,10.9,2808609,17,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,2,2,2,0,0,0,0,0,0,0,0
110170,2023,66,0,1,95,6,397.7961,148.6188,64.99,0,397.7961,148.6188,55.2905,0,0,0,64.99,0,102,64.99,55.2905,64.99,168,102,110015,51,50,110012,37,36.3,110020,6,5.9,2495279,27,HOSPITAL DR CLAUDIONOR COUTO RORIZ,2,1,1,1,1,0,0,0,0,0,0
110170,2024,73,0,0,73,4,397.7961,0,64.99,0,397.7961,0,55.2905,0,0,0,64.99,0,77,64.99,60.1403,64.99,150,77,110015,43,55.8,110012,26,33.8,110020,4,5.2,2495279,18,HOSPITAL DR CLAUDIONOR COUTO RORIZ,2,1,1,0,0,1,1,0,0,0,0
110170,2025,41,0,0,52,2,397.7961,0,64.99,0,397.7961,0,55.2905,0,0,0,64.99,0,54,64.99,55.2905,64.99,95,54,110015,30,55.6,110012,19,35.2,110020,2,3.7,2495279,19,HOSPITAL DR CLAUDIONOR COUTO RORIZ,0,0,0,0,0,0,0,0,0,0,0
110175,2023,1,0,24,43,0,0,100.1099,120.3165,0,0,328.4461,77.3936,0,0,100.1099,120.3165,0,67,100.1099,77.3936,120.3165,68,67,110011,21,31.3,110015,18,26.9,110002,12,17.9,2808609,20,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,0,0,0,0,0,0,0,0,0,0,0
110175,2024,3,0,17,53,0,0,100.1099,77.3936,0,0,100.1099,77.3936,0,0,100.1099,120.3165,0,70,100.1099,77.3936,120.3165,73,70,110011,27,38.6,110015,17,24.3,110002,10,14.3,2808609,25,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU,0,0,0,0,0,0,0,0,0,0,0
110175,2025,4,0,26,33,0,0,100.1099,120.3165,0,0,100.1099,163.2267,0,0,100.1099,120.3165,0,59,120.3165,141.7716,100.1099,63,59,110002,16,27.1,110012,16,27.1,110011,10,16.9,2495279,16,HOSPITAL DR CLAUDIONOR COUTO RORIZ,0,0,0,0,0,0,0,0,0,0,0
110180,2023,0,0,0,67,2,352.2697,0,36.1885,0,352.2697,0,79.0224,0,352.2697,0,36.1885,0,69,36.1885,79.0224,36.1885,69,69,110015,53,76.8,110012,12,17.4,110020,2,2.9,2496879,31,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,1,0,0,1,1,0,0,0,0,0,0
110180,2024,0,0,0,59,0,0,0,36.1885,0,0,0,79.0224,0,0,0,36.1885,0,59,36.1885,79.0224,36.1885,59,59,110015,48,81.4,110012,10,16.9,110170,1,1.7,2496879,21,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,1,0,0,1,1,0,0,0,0,0,0
110180,2025,1,0,1,37,1,156.8037,181.8478,36.1885,0,0,0,61.2737,0,156.8037,181.8478,36.1885,0,39,36.1885,61.2737,36.1885,40,39,110015,32,82.1,110012,4,10.3,110004,1,2.6,2496879,17,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA,0,0,0,0,0,0,0,0,0,0,0
120001,2023,17,3,0,228,0,0,0,121.0182,392.3086,0,0,121.0182,392.3086,0,0,121.0182,2174.9247,231,121.0182,121.0182,121.0182,248,231,120040,226,97.8,110020,2,0.9,120038,2,0.9,2000733,125,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,1,0,0,1,1,0,0,0,0,0,0
120001,2024,20,3,0,170,0,0,0,121.0182,392.3086,0,0,121.0182,392.3086,0,0,121.0182,0,173,121.0182,121.0182,121.0182,193,173,120040,170,98.3,110020,2,1.2,510795,1,0.6,2000733,106,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,3,3,3,0,0,0,0,0,0,0,0
120001,2025,10,1,0,113,0,0,0,121.0182,392.3086,0,0,121.0182,0,0,0,121.0182,392.3086,114,121.0182,121.0182,121.0182,124,114,120040,112,98.2,110020,1,0.9,120038,1,0.9,2000733,67,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,4,4,4,0,0,0,0,0,0,0,0
120005,2023,130,0,27,100,0,0,344.5089,111.0253,0,0,344.5089,0,0,0,344.5089,111.0253,0,127,111.0253,344.5089,111.0253,257,127,120010,100,78.7,120040,27,21.3,,,,2001500,100,HOSPITAL RAIMUNDO CHAAR,3,2,2,1,1,0,0,0,0,0,0
120005,2024,68,0,40,108,0,0,344.5089,111.0253,0,0,344.5089,0,0,0,344.5089,111.0253,0,148,111.0253,344.5089,111.0253,216,148,120010,108,73,120040,38,25.7,120050,2,1.4,2001500,108,HOSPITAL RAIMUNDO CHAAR,2,1,1,1,1,0,0,0,0,0,0
120005,2025,47,1,25,80,0,0,344.5089,111.0253,815.7864,0,344.5089,0,815.7864,0,344.5089,111.0253,0,106,111.0253,344.5089,111.0253,153,106,120010,80,75.5,120040,25,23.6,110020,1,0.9,2001500,80,HOSPITAL RAIMUNDO CHAAR,1,0,0,1,1,0,0,0,0,0,0
120010,2023,424,2,93,0,0,0,234.3166,0,2275.8831,0,234.3166,0,2275.8831,0,234.3166,0,0,95,234.3166,234.3166,234.3166,519,95,120040,93,97.9,110020,1,1.1,355030,1,1.1,2000733,57,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,8,3,3,5,5,0,0,0,0,0,0
120010,2024,384,2,63,1,0,0,234.3166,5.8382,3294.4982,0,234.3166,0,3294.4982,0,234.3166,5.8382,0,66,234.3166,234.3166,234.3166,450,66,120040,62,93.9,530010,2,3,120017,1,1.5,2000733,43,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,4,0,0,4,4,0,0,0,0,0,0
120010,2025,304,1,46,1,0,0,234.3166,71.7264,5698.477,0,234.3166,0,5698.477,0,234.3166,71.7264,0,48,234.3166,234.3166,234.3166,352,48,120040,45,93.8,120020,1,2.1,120070,1,2.1,2000733,31,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,4,1,1,2,2,1,1,0,0,0,0
120013,2023,1,0,1,254,0,0,261.1962,26.1739,0,0,0,26.1739,0,0,261.1962,26.1739,0,255,26.1739,26.1739,26.1739,256,255,120040,254,99.6,120010,1,0.4,,,,2000733,165,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,2,2,2,0,0,0,0,0,0,0,0
120013,2024,2,0,0,219,0,0,0,26.1739,0,0,0,26.1739,0,0,0,26.1739,0,219,26.1739,26.1739,26.1739,221,219,120040,219,100,,,,,,,2000733,145,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,2,2,2,0,0,0,0,0,0,0,0
120013,2025,1,0,0,156,0,0,0,26.1739,0,0,0,26.1739,0,0,0,26.1739,0,156,26.1739,26.1739,26.1739,157,156,120040,156,100,,,,,,,2000733,90,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,2,2,2,0,0,0,0,0,0,0,0
120017,2023,0,0,1,179,0,0,152.3683,82.2347,0,0,0,82.2347,0,0,152.3683,82.2347,0,180,82.2347,82.2347,82.2347,180,180,120040,176,97.8,120045,3,1.7,120010,1,0.6,2000733,129,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,2,2,2,0,0,0,0,0,0,0,0
120017,2024,2,0,0,181,0,0,0,82.2347,0,0,0,82.2347,0,0,0,82.2347,0,181,82.2347,82.2347,82.2347,183,181,120040,176,97.2,120045,5,2.8,,,,2000733,132,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,3,2,2,1,1,0,0,0,0,0,0
120017,2025,2,0,1,100,0,0,106.7989,82.2347,0,0,0,82.2347,0,0,106.7989,82.2347,0,101,82.2347,82.2347,82.2347,103,101,120040,100,99,120070,1,1,,,,2000733,80,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,0,0,0,0,0,0,0,0,0,0,0
120020,2023,1517,2,21,1,0,0,636.8377,33.3976,1030.6686,0,636.8377,0,0,0,636.8377,33.3976,1030.6686,24,636.8377,636.8377,636.8377,1541,24,120040,20,83.3,120033,1,4.2,120050,1,4.2,2000733,16,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,27,27,27,0,0,0,0,0,0,0,0
120020,2024,1398,1,21,3,0,0,636.8377,72.9459,1148.3145,0,636.8377,0,1148.3145,0,636.8377,72.9459,0,25,636.8377,636.8377,636.8377,1423,25,120040,21,84,110020,1,4,120033,1,4,2000733,19,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,21,20,20,1,1,0,0,0,0,0,0
120020,2025,956,4,12,1,0,0,636.8377,76.8519,4112.7404,0,636.8377,0,4112.7404,0,636.8377,76.8519,0,17,636.8377,636.8377,636.8377,973,17,120040,12,70.6,355030,2,11.8,110020,1,5.9,2000733,6,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,12,12,12,0,0,0,0,0,0,0,0
120025,2023,3,0,54,224,0,0,230.9522,5.8382,0,0,230.9522,0,0,0,230.9522,5.8382,0,278,5.8382,230.9522,5.8382,281,278,120010,224,80.6,120040,54,19.4,,,,2001500,224,HOSPITAL RAIMUNDO CHAAR,8,7,7,1,1,0,0,0,0,0,0
120025,2024,2,0,53,227,0,0,230.9522,5.8382,0,0,230.9522,0,0,0,230.9522,5.8382,0,280,5.8382,230.9522,5.8382,282,280,120010,227,81.1,120040,52,18.6,120060,1,0.4,2001500,227,HOSPITAL RAIMUNDO CHAAR,4,3,3,1,1,0,0,0,0,0,0
120025,2025,4,0,40,160,0,0,230.9522,5.8382,0,0,230.9522,0,0,0,230.9522,5.8382,0,200,5.8382,230.9522,5.8382,204,200,120010,159,79.5,120040,40,20,120070,1,0.5,2001500,159,HOSPITAL RAIMUNDO CHAAR,3,2,2,1,1,0,0,0,0,0,0
120030,2023,767,1,44,36,0,0,363.9453,276.523,12.6752,0,363.9453,0,0,0,363.9453,276.523,12.6752,81,363.9453,363.9453,276.523,848,81,120040,41,50.6,120020,22,27.2,120060,13,16,2000733,25,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA,8,2,2,6,6,0,0,0,0,0,0
120030,2024,663,1,55,60,0,0,363.9453,276.523,12.6752,0,363.9453,0,0,0,363.9453,276.523,12.6752,116,276.523,363.9453,276.523,779,116,120040,53,45.7,120020,51,44,120060,8,6.9,2000296,51,HOSPITAL DA MULHER E DA CRIANCA DO JURUA,3,0,0,3,3,0,0,0,0,0,0
