"codmunres","ano","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal","nascidos"
"120033",2023,0,0,0,0,0,0,354
"120033",2024,0,0,0,0,0,0,331
"120034",2023,0,0,0,0,0,0,288
"120034",2024,0,0,0,0,0,0,259
"120035",2023,0,0,0,0,0,0,410
"120038",2023,0,0,0,0,0,0,249
"120038",2024,0,0,0,0,0,0,224
"120038",2025,0,0,0,0,0,0,137
"120039",2023,0,0,0,0,0,0,226
"120039",2025,0,0,0,0,0,0,151
"120040",2025,0,0,0,0,0,0,3105
"120042",2023,0,0,0,0,0,0,285
"120042",2024,0,0,0,0,0,0,284
"120042",2025,0,0,0,0,0,0,203
"120043",2023,0,0,0,0,0,0,201
"120043",2024,0,0,0,0,0,0,188
"120043",2025,0,0,0,0,0,0,90
"120045",2023,0,0,0,0,0,0,346
"120045",2025,0,0,0,0,0,0,222
"120050",2024,0,0,0,0,0,0,658
"120050",2025,0,0,0,0,0,0,490
"120060",2025,0,0,0,0,0,0,674
"120070",2023,0,0,0,0,0,0,304
"120070",2024,0,0,0,0,0,0,264
"120070",2025,0,0,0,0,0,0,178
"120080",2023,0,0,0,0,0,0,343
"120080",2024,0,0,0,0,0,0,299
"120080",2025,0,0,0,0,0,0,208
"130002",2024,0,0,0,0,0,0,295
"130002",2025,0,0,0,0,0,0,211
"130006",2024,0,0,0,0,0,0,249
"130006",2025,0,0,0,0,0,0,166
"130008",2023,0,0,0,0,0,0,192
"130008",2024,0,0,0,0,0,0,149
"130008",2025,0,0,0,0,0,0,94
"130010",2023,0,0,0,0,0,0,208
"130010",2024,0,0,0,0,0,0,222
"130010",2025,0,0,0,0,0,0,155
"130014",2023,0,0,0,0,0,0,273
"130014",2024,0,0,0,0,0,0,265
"130014",2025,0,0,0,0,0,0,156
"130020",2023,0,0,0,0,0,0,359
"130030",2024,0,0,0,0,0,0,738
"130030",2025,0,0,0,0,0,0,540
"130040",2023,0,0,0,0,0,0,511
"130040",2025,0,0,0,0,0,0,301
"130050",2023,0,0,0,0,0,0,789
"130050",2024,0,0,0,0,0,0,750
"130050",2025,0,0,0,0,0,0,433
"130060",2025,0,0,0,0,0,0,655
"130063",2024,0,0,0,0,0,0,435
"130063",2025,0,0,0,0,0,0,314
"130068",2023,0,0,0,0,0,0,264
"130068",2024,0,0,0,0,0,0,262
"130068",2025,0,0,0,0,0,0,201
"130070",2025,0,0,0,0,0,0,410
"130080",2024,0,0,0,0,0,0,619
"130080",2025,0,0,0,0,0,0,381
"130083",2023,0,0,0,0,0,0,171
"130083",2024,0,0,0,0,0,0,192
"130083",2025,0,0,0,0,0,0,100
"130090",2024,0,0,0,0,0,0,151
"130090",2025,0,0,0,0,0,0,106
"130100",2023,0,0,0,0,0,0,540
"130100",2025,0,0,0,0,0,0,339
"130110",2023,0,0,0,0,0,0,482
"130110",2024,0,0,0,0,0,0,526
"130110",2025,0,0,0,0,0,0,341
"130115",2023,0,0,0,0,0,0,208
"130115",2024,0,0,0,0,0,0,179
"130115",2025,0,0,0,0,0,0,120
"130120",2023,0,0,0,0,0,0,1485
"130120",2024,0,0,0,0,0,0,1343
"130130",2023,0,0,0,0,0,0,393
"130130",2024,0,0,0,0,0,0,359
"130130",2025,0,0,0,0,0,0,226
"130140",2023,0,0,0,0,0,0,728
"130140",2024,0,0,0,0,0,0,641
"130140",2025,0,0,0,0,0,0,424
"130150",2023,0,0,0,0,0,0,310
"130150",2024,0,0,0,0,0,0,343
"130150",2025,0,0,0,0,0,0,228
"130160",2023,0,0,0,0,0,0,580
"130160",2024,0,0,0,0,0,0,535
"130160",2025,0,0,0,0,0,0,45
"130165",2023,0,0,0,0,0,0,299
"130170",2025,0,0,0,0,0,0,621
"130180",2023,0,0,0,0,0,0,405
"130180",2024,0,0,0,0,0,0,385
"130180",2025,0,0,0,0,0,0,270
"130185",2023,0,0,0,0,0,0,981
"130185",2024,0,0,0,0,0,0,878
"130190",2025,0,0,0,0,0,0,985
"130195",2023,0,0,0,0,0,0,315
"130195",2024,0,0,0,0,0,0,274
"130195",2025,0,0,0,0,0,0,178
"130200",2024,0,0,0,0,0,0,157
"130200",2025,0,0,0,0,0,0,116
"130210",2023,0,0,0,0,0,0,205
"130210",2024,0,0,0,0,0,0,156
"130210",2025,0,0,0,0,0,0,109
"130220",2024,0,0,0,0,0,0,185
"130220",2025,0,0,0,0,0,0,104
"130230",2023,0,0,0,0,0,0,655
"130230",2025,0,0,0,0,0,0,448
"130250",2024,0,0,0,0,0,0,1759
"130250",2025,0,0,0,0,0,0,1121
"130255",2023,0,0,0,0,0,0,238
"130255",2025,0,0,0,0,0,0,137
"130270",2024,0,0,0,0,0,0,868
"130280",2023,0,0,0,0,0,0,372
"130280",2024,0,0,0,0,0,0,338
"130280",2025,0,0,0,0,0,0,260
"130290",2024,0,0,0,0,0,0,1225
"130300",2023,0,0,0,0,0,0,302
"130300",2024,0,0,0,0,0,0,326
"130300",2025,0,0,0,0,0,0,191
"130310",2023,0,0,0,0,0,0,569
"130310",2025,0,0,0,0,0,0,300
"130320",2023,0,0,0,0,0,0,305
"130320",2024,0,0,0,0,0,0,290
"130320",2025,0,0,0,0,0,0,155
"130330",2023,0,0,0,0,0,0,347
"130330",2024,0,0,0,0,0,0,351
"130330",2025,0,0,0,0,0,0,231
"130340",2025,0,0,0,0,0,0,1210
"130350",2023,0,0,0,0,0,0,352
"130350",2024,0,0,0,0,0,0,322
"130350",2025,0,0,0,0,0,0,192
"130353",2024,0,0,0,0,0,0,529
"130353",2025,0,0,0,0,0,0,308
"130356",2024,0,0,0,0,0,0,346
"130356",2025,0,0,0,0,0,0,195
"130360",2024,0,0,0,0,0,0,392
"130360",2025,0,0,0,0,0,0,232
"130370",2023,0,0,0,0,0,0,863
"130370",2024,0,0,0,0,0,0,817
"130370",2025,0,0,0,0,0,0,435
"130390",2024,0,0,0,0,0,0,911
"130390",2025,0,0,0,0,0,0,595
"130395",2023,0,0,0,0,0,0,180
"130395",2024,0,0,0,0,0,0,149
"130395",2025,0,0,0,0,0,0,81
"130400",2023,0,0,0,0,0,0,195
"130400",2024,0,0,0,0,0,0,190
"130400",2025,0,0,0,0,0,0,119
"130406",2025,0,0,0,0,0,0,933
"130423",2023,0,0,0,0,0,0,372
"130423",2024,0,0,0,0,0,0,408
"130423",2025,0,0,0,0,0,0,296
"130426",2024,0,0,0,0,0,0,296
"130426",2025,0,0,0,0,0,0,187
"130430",2023,0,0,0,0,0,0,244
"130430",2024,0,0,0,0,0,0,202
"130430",2025,0,0,0,0,0,0,146
"130440",2024,0,0,0,0,0,0,234
"130440",2025,0,0,0,0,0,0,143
"140005",2023,0,0,0,0,0,0,661
"140005",2025,0,0,0,0,0,0,350
"140015",2023,0,0,0,0,0,0,419
"140015",2024,0,0,0,0,0,0,396
"140015",2025,0,0,0,0,0,0,262
"140017",2024,0,0,0,0,0,0,374
"140017",2025,0,0,0,0,0,0,255
"140020",2024,0,0,0,0,0,0,344
"140020",2025,0,0,0,0,0,0,197
"140023",2023,0,0,0,0,0,0,212
"140028",2024,0,0,0,0,0,0,143
"140028",2025,0,0,0,0,0,0,81
"140030",2023,0,0,0,0,0,0,354
"140030",2024,0,0,0,0,0,0,327
"140030",2025,0,0,0,0,0,0,186
"140040",2024,0,0,0,0,0,0,459
"140040",2025,0,0,0,0,0,0,324
"140045",2023,0,0,0,0,0,0,546
"140045",2024,0,0,0,0,0,0,472
"140045",2025,0,0,0,0,0,0,265
"140047",2023,0,0,0,0,0,0,532
"140047",2024,0,0,0,0,0,0,549
"140047",2025,0,0,0,0,0,0,352
"140050",2023,0,0,0,0,0,0,127
"140050",2024,0,0,0,0,0,0,138
"140050",2025,0,0,0,0,0,0,97
"140060",2023,0,0,0,0,0,0,90
"140060",2024,0,0,0,0,0,0,94
"140060",2025,0,0,0,0,0,0,59
"140070",2023,0,0,0,0,0,0,564
"140070",2024,0,0,0,0,0,0,622
"140070",2025,0,0,0,0,0,0,357
"150013",2023,0,0,0,0,0,0,118
"150013",2024,0,0,0,0,0,0,94
"150013",2025,0,0,0,0,0,0,68
"150020",2024,0,0,0,0,0,0,923
"150020",2025,0,0,0,0,0,0,489
"150030",2025,0,0,0,0,0,0,615
"150034",2023,0,0,0,0,0,0,217
"150034",2025,0,0,0,0,0,0,129
"150040",2024,0,0,0,0,0,0,1079
"150040",2025,0,0,0,0,0,0,728
"150050",2025,0,0,0,0,0,0,361
"150060",2023,0,0,0,0,0,0,2226
"150060",2025,0,0,0,0,0,0,1393
"150070",2024,0,0,0,0,0,0,773
"150070",2025,0,0,0,0,0,0,464
"150085",2024,0,0,0,0,0,0,546
"150085",2025,0,0,0,0,0,0,371
"150090",2023,0,0,0,0,0,0,767
"150095",2023,0,0,0,0,0,0,396
"150095",2024,0,0,0,0,0,0,354
"150095",2025,0,0,0,0,0,0,188
"150100",2023,0,0,0,0,0,0,154
"150110",2023,0,0,0,0,0,0,561
"150110",2025,0,0,0,0,0,0,359
"150120",2023,0,0,0,0,0,0,508
"150120",2025,0,0,0,0,0,0,278
"150125",2023,0,0,0,0,0,0,48
"150125",2024,0,0,0,0,0,0,49
"150125",2025,0,0,0,0,0,0,24
"150145",2025,0,0,0,0,0,0,179
"150150",2023,0,0,0,0,0,0,874
"150150",2024,0,0,0,0,0,0,831
"150150",2025,0,0,0,0,0,0,336
"150157",2023,0,0,0,0,0,0,238
"150157",2024,0,0,0,0,0,0,272
"150157",2025,0,0,0,0,0,0,165
"150160",2023,0,0,0,0,0,0,195
"150160",2024,0,0,0,0,0,0,170
"150160",2025,0,0,0,0,0,0,98
"150172",2023,0,0,0,0,0,0,310
"150172",2024,0,0,0,0,0,0,303
"150172",2025,0,0,0,0,0,0,202
"150175",2023,0,0,0,0,0,0,91
"150175",2024,0,0,0,0,0,0,81
"150175",2025,0,0,0,0,0,0,43
"150178",2024,0,0,0,0,0,0,666
"150180",2024,0,0,0,0,0,0,2515
"150190",2023,0,0,0,0,0,0,427
"150190",2024,0,0,0,0,0,0,365
"150190",2025,0,0,0,0,0,0,175
"150195",2023,0,0,0,0,0,0,295
"150195",2024,0,0,0,0,0,0,257
"150195",2025,0,0,0,0,0,0,186
"150200",2023,0,0,0,0,0,0,354
"150200",2024,0,0,0,0,0,0,292
"150200",2025,0,0,0,0,0,0,131
"150210",2024,0,0,0,0,0,0,2080
"150215",2023,0,0,0,0,0,0,1610
"150215",2024,0,0,0,0,0,0,1777
"150215",2025,0,0,0,0,0,0,1291
"150220",2025,0,0,0,0,0,0,511
"150230",2023,0,0,0,0,0,0,775
"150230",2024,0,0,0,0,0,0,809
"150230",2025,0,0,0,0,0,0,461
"150250",2024,0,0,0,0,0,0,330
"150260",2023,0,0,0,0,0,0,149
"150260",2024,0,0,0,0,0,0,126
"150260",2025,0,0,0,0,0,0,63
"150270",2023,0,0,0,0,0,0,688
"150270",2024,0,0,0,0,0,0,617
"150275",2023,0,0,0,0,0,0,455
"150275",2024,0,0,0,0,0,0,442
"150275",2025,0,0,0,0,0,0,269
"150276",2023,0,0,0,0,0,0,164
"150276",2024,0,0,0,0,0,0,158
"150276",2025,0,0,0,0,0,0,98
"150277",2023,0,0,0,0,0,0,350
"150280",2025,0,0,0,0,0,0,396
"150285",2023,0,0,0,0,0,0,215
"150290",2023,0,0,0,0,0,0,456
"150290",2024,0,0,0,0,0,0,421
"150290",2025,0,0,0,0,0,0,277
"150293",2025,0,0,0,0,0,0,356
"150295",2023,0,0,0,0,0,0,436
"150300",2023,0,0,0,0,0,0,121
"150300",2025,0,0,0,0,0,0,71
"150304",2024,0,0,0,0,0,0,308
"150304",2025,0,0,0,0,0,0,195
"150307",2023,0,0,0,0,0,0,387
"150307",2024,0,0,0,0,0,0,366
"150307",2025,0,0,0,0,0,0,238
"150309",2025,0,0,0,0,0,0,256
"150310",2024,0,0,0,0,0,0,659
"150310",2025,0,0,0,0,0,0,401
"150320",2023,0,0,0,0,0,0,473
"150320",2024,0,0,0,0,0,0,469
"150320",2025,0,0,0,0,0,0,282
"150330",2024,0,0,0,0,0,0,1081
"150330",2025,0,0,0,0,0,0,620
"150340",2023,0,0,0,0,0,0,139
"150340",2024,0,0,0,0,0,0,157
"150340",2025,0,0,0,0,0,0,98
"150345",2023,0,0,0,0,0,0,582
"150345",2024,0,0,0,0,0,0,568
"150345",2025,0,0,0,0,0,0,341
"150350",2023,0,0,0,0,0,0,427
"150350",2025,0,0,0,0,0,0,189
"150360",2024,0,0,0,0,0,0,2080
"150375",2023,0,0,0,0,0,0,643
"150375",2025,0,0,0,0,0,0,418
"150380",2023,0,0,0,0,0,0,598
"150380",2025,0,0,0,0,0,0,383
"150390",2024,0,0,0,0,0,0,1010
"150400",2023,0,0,0,0,0,0,391
"150400",2024,0,0,0,0,0,0,372
"150400",2025,0,0,0,0,0,0,268
"150405",2023,0,0,0,0,0,0,506
"150405",2024,0,0,0,0,0,0,491
"150410",2023,0,0,0,0,0,0,90
"150410",2024,0,0,0,0,0,0,90
"150410",2025,0,0,0,0,0,0,50
"150420",2023,0,0,0,0,0,0,4356
"150430",2025,0,0,0,0,0,0,174
"150440",2023,0,0,0,0,0,0,297
"150440",2025,0,0,0,0,0,0,154
"150442",2023,0,0,0,0,0,0,1512
"150442",2025,0,0,0,0,0,0,538
"150445",2024,0,0,0,0,0,0,444
"150445",2025,0,0,0,0,0,0,300
"150450",2023,0,0,0,0,0,0,567
"150450",2024,0,0,0,0,0,0,516
"150450",2025,0,0,0,0,0,0,305
"150460",2024,0,0,0,0,0,0,502
"150460",2025,0,0,0,0,0,0,325
"150475",2023,0,0,0,0,0,0,331
"150475",2025,0,0,0,0,0,0,185
"150480",2023,0,0,0,0,0,0,1154
"150480",2025,0,0,0,0,0,0,670
"150490",2023,0,0,0,0,0,0,575
"150490",2024,0,0,0,0,0,0,593
"150490",2025,0,0,0,0,0,0,335
"150495",2023,0,0,0,0,0,0,269
"150495",2024,0,0,0,0,0,0,281
"150495",2025,0,0,0,0,0,0,148
"150497",2023,0,0,0,0,0,0,171
"150497",2024,0,0,0,0,0,0,159
"150497",2025,0,0,0,0,0,0,127
"150500",2023,0,0,0,0,0,0,144
"150500",2024,0,0,0,0,0,0,121
"150500",2025,0,0,0,0,0,0,91
"150503",2023,0,0,0,0,0,0,686
"150503",2025,0,0,0,0,0,0,475
"150506",2023,0,0,0,0,0,0,1159
"150506",2024,0,0,0,0,0,0,1050
"150506",2025,0,0,0,0,0,0,682
"150510",2024,0,0,0,0,0,0,946
"150510",2025,0,0,0,0,0,0,614
"150520",2023,0,0,0,0,0,0,634
"150520",2024,0,0,0,0,0,0,607
"150520",2025,0,0,0,0,0,0,340
"150530",2023,0,0,0,0,0,0,1366
"150530",2025,0,0,0,0,0,0,850
"150540",2023,0,0,0,0,0,0,224
"150540",2024,0,0,0,0,0,0,256
"150540",2025,0,0,0,0,0,0,159
"150543",2023,0,0,0,0,0,0,564
"150543",2024,0,0,0,0,0,0,599
"150543",2025,0,0,0,0,0,0,397
"150548",2023,0,0,0,0,0,0,746
"150548",2025,0,0,0,0,0,0,442
"150549",2023,0,0,0,0,0,0,104
"150549",2024,0,0,0,0,0,0,95
"150549",2025,0,0,0,0,0,0,56
"150550",2025,0,0,0,0,0,0,1081
"150555",2024,0,0,0,0,0,0,108
"150555",2025,0,0,0,0,0,0,75
"150560",2023,0,0,0,0,0,0,70
"150560",2024,0,0,0,0,0,0,71
"150560",2025,0,0,0,0,0,0,54
"150563",2023,0,0,0,0,0,0,151
"150563",2024,0,0,0,0,0,0,170
"150563",2025,0,0,0,0,0,0,122
"150565",2023,0,0,0,0,0,0,316
"150565",2024,0,0,0,0,0,0,317
"150570",2023,0,0,0,0,0,0,326
"150570",2024,0,0,0,0,0,0,332
"150570",2025,0,0,0,0,0,0,158
"150580",2025,0,0,0,0,0,0,902
"150590",2023,0,0,0,0,0,0,640
"150590",2025,0,0,0,0,0,0,367
"150600",2024,0,0,0,0,0,0,679
"150600",2025,0,0,0,0,0,0,415
"150610",2023,0,0,0,0,0,0,169
"150610",2024,0,0,0,0,0,0,126
"150610",2025,0,0,0,0,0,0,65
"150611",2023,0,0,0,0,0,0,144
"150611",2024,0,0,0,0,0,0,130
"150611",2025,0,0,0,0,0,0,70
"150616",2023,0,0,0,0,0,0,264
"150616",2024,0,0,0,0,0,0,250
"150616",2025,0,0,0,0,0,0,163
"150618",2023,0,0,0,0,0,0,584
"150618",2024,0,0,0,0,0,0,489
"150618",2025,0,0,0,0,0,0,330
"150619",2023,0,0,0,0,0,0,416
"150619",2024,0,0,0,0,0,0,439
"150619",2025,0,0,0,0,0,0,266
"150620",2024,0,0,0,0,0,0,685
"150620",2025,0,0,0,0,0,0,329
"150630",2023,0,0,0,0,0,0,304
"150630",2024,0,0,0,0,0,0,279
"150630",2025,0,0,0,0,0,0,174
"150635",2023,0,0,0,0,0,0,272
"150635",2024,0,0,0,0,0,0,279
"150635",2025,0,0,0,0,0,0,122
"150640",2023,0,0,0,0,0,0,75
"150640",2024,0,0,0,0,0,0,84
"150640",2025,0,0,0,0,0,0,35
"150650",2023,0,0,0,0,0,0,842
"150650",2024,0,0,0,0,0,0,820
"150655",2023,0,0,0,0,0,0,276
"150655",2024,0,0,0,0,0,0,273
"150655",2025,0,0,0,0,0,0,164
"150658",2023,0,0,0,0,0,0,222
"150658",2024,0,0,0,0,0,0,194
"150658",2025,0,0,0,0,0,0,112
"150660",2023,0,0,0,0,0,0,338
"150660",2024,0,0,0,0,0,0,373
"150660",2025,0,0,0,0,0,0,251
"150670",2023,0,0,0,0,0,0,633
"150690",2023,0,0,0,0,0,0,88
"150690",2024,0,0,0,0,0,0,70
"150690",2025,0,0,0,0,0,0,65
"150700",2023,0,0,0,0,0,0,441
"150700",2024,0,0,0,0,0,0,410
"150710",2023,0,0,0,0,0,0,204
"150710",2024,0,0,0,0,0,0,167
"150710",2025,0,0,0,0,0,0,84
"150715",2023,0,0,0,0,0,0,364
"150715",2024,0,0,0,0,0,0,330
"150720",2023,0,0,0,0,0,0,424
"150720",2025,0,0,0,0,0,0,259
"150730",2025,0,0,0,0,0,0,591
"150740",2023,0,0,0,0,0,0,205
"150740",2024,0,0,0,0,0,0,206
"150740",2025,0,0,0,0,0,0,138
"150745",2023,0,0,0,0,0,0,434
"150745",2024,0,0,0,0,0,0,353
"150746",2023,0,0,0,0,0,0,76
"150746",2024,0,0,0,0,0,0,82
"150746",2025,0,0,0,0,0,0,46
"150747",2023,0,0,0,0,0,0,281
"150747",2024,0,0,0,0,0,0,259
"150747",2025,0,0,0,0,0,0,132
"150750",2023,0,0,0,0,0,0,178
"150750",2024,0,0,0,0,0,0,147
"150750",2025,0,0,0,0,0,0,113
"150760",2024,0,0,0,0,0,0,816
"150760",2025,0,0,0,0,0,0,512
"150770",2023,0,0,0,0,0,0,513
"150770",2024,0,0,0,0,0,0,484
"150775",2023,0,0,0,0,0,0,103
"150775",2024,0,0,0,0,0,0,75
"150775",2025,0,0,0,0,0,0,48
"150790",2024,0,0,0,0,0,0,292
"150790",2025,0,0,0,0,0,0,201
"150795",2024,0,0,0,0,0,0,1352
"150796",2023,0,0,0,0,0,0,157
"150796",2024,0,0,0,0,0,0,172
"150796",2025,0,0,0,0,0,0,80
"150797",2023,0,0,0,0,0,0,309
"150797",2025,0,0,0,0,0,0,182
"150800",2025,0,0,0,0,0,0,829
"150803",2023,0,0,0,0,0,0,410
"150803",2024,0,0,0,0,0,0,365
"150803",2025,0,0,0,0,0,0,250
"150805",2024,0,0,0,0,0,0,241
"150805",2025,0,0,0,0,0,0,173
"150808",2023,0,0,0,0,0,0,644
"150808",2024,0,0,0,0,0,0,578
"150808",2025,0,0,0,0,0,0,370
"150810",2025,0,0,0,0,0,0,911
"150812",2023,0,0,0,0,0,0,440
"150812",2025,0,0,0,0,0,0,251
"150815",2023,0,0,0,0,0,0,735
"150815",2024,0,0,0,0,0,0,705
"150820",2023,0,0,0,0,0,0,596
"150820",2024,0,0,0,0,0,0,513
"150830",2023,0,0,0,0,0,0,897
"150830",2024,0,0,0,0,0,0,873
"150830",2025,0,0,0,0,0,0,571
"150835",2023,0,0,0,0,0,0,296
"150835",2024,0,0,0,0,0,0,305
"150835",2025,0,0,0,0,0,0,215
"150840",2023,0,0,0,0,0,0,786
"150840",2025,0,0,0,0,0,0,474
"160005",2023,0,0,0,0,0,0,61
"160005",2024,0,0,0,0,0,0,57
"160005",2025,0,0,0,0,0,0,32
"160010",2023,0,0,0,0,0,0,132
"160010",2024,0,0,0,0,0,0,141
"160010",2025,0,0,0,0,0,0,87
"160015",2024,0,0,0,0,0,0,275
"160015",2025,0,0,0,0,0,0,138
"160020",2023,0,0,0,0,0,0,172
"160020",2024,0,0,0,0,0,0,174
"160020",2025,0,0,0,0,0,0,95
"160021",2023,0,0,0,0,0,0,114
"160021",2024,0,0,0,0,0,0,99
"160021",2025,0,0,0,0,0,0,59
"160023",2023,0,0,0,0,0,0,139
"160023",2024,0,0,0,0,0,0,135
"160023",2025,0,0,0,0,0,0,80
"160025",2023,0,0,0,0,0,0,119
"160025",2024,0,0,0,0,0,0,128
"160027",2024,0,0,0,0,0,0,540
"160027",2025,0,0,0,0,0,0,364
"160040",2024,0,0,0,0,0,0,434
"160040",2025,0,0,0,0,0,0,303
"160050",2023,0,0,0,0,0,0,583
"160050",2025,0,0,0,0,0,0,305
"160053",2023,0,0,0,0,0,0,328
"160053",2024,0,0,0,0,0,0,328
"160053",2025,0,0,0,0,0,0,201
"160055",2023,0,0,0,0,0,0,76
"160055",2025,0,0,0,0,0,0,51
"160060",2024,0,0,0,0,0,0,1808
"160070",2023,0,0,0,0,0,0,296
"160070",2024,0,0,0,0,0,0,260
"160080",2023,0,0,0,0,0,0,233
"160080",2024,0,0,0,0,0,0,186
"160080",2025,0,0,0,0,0,0,110
"170025",2023,0,0,0,0,0,0,34
"170025",2024,0,0,0,0,0,0,25
"170025",2025,0,0,0,0,0,0,20
"170030",2023,0,0,0,0,0,0,83
"170030",2024,0,0,0,0,0,0,54
"170030",2025,0,0,0,0,0,0,46
"170035",2024,0,0,0,0,0,0,59
"170035",2025,0,0,0,0,0,0,44
"170040",2023,0,0,0,0,0,0,111
"170040",2024,0,0,0,0,0,0,110
"170040",2025,0,0,0,0,0,0,85
"170070",2023,0,0,0,0,0,0,154
"170070",2024,0,0,0,0,0,0,144
"170070",2025,0,0,0,0,0,0,79
"170100",2023,0,0,0,0,0,0,148
"170100",2024,0,0,0,0,0,0,144
"170100",2025,0,0,0,0,0,0,91
"170105",2023,0,0,0,0,0,0,37
"170105",2024,0,0,0,0,0,0,40
"170105",2025,0,0,0,0,0,0,31
"170110",2023,0,0,0,0,0,0,74
"170110",2024,0,0,0,0,0,0,67
"170110",2025,0,0,0,0,0,0,44
"170130",2023,0,0,0,0,0,0,66
"170130",2024,0,0,0,0,0,0,47
"170130",2025,0,0,0,0,0,0,35
"170190",2023,0,0,0,0,0,0,93
"170190",2024,0,0,0,0,0,0,72
"170190",2025,0,0,0,0,0,0,51
"170200",2023,0,0,0,0,0,0,114
"170200",2024,0,0,0,0,0,0,87
"170200",2025,0,0,0,0,0,0,63
"170215",2023,0,0,0,0,0,0,61
"170215",2024,0,0,0,0,0,0,48
"170215",2025,0,0,0,0,0,0,39
"170220",2023,0,0,0,0,0,0,429
"170220",2025,0,0,0,0,0,0,309
"170230",2023,0,0,0,0,0,0,88
"170230",2024,0,0,0,0,0,0,87
"170230",2025,0,0,0,0,0,0,46
"170240",2023,0,0,0,0,0,0,155
"170240",2024,0,0,0,0,0,0,130
"170240",2025,0,0,0,0,0,0,79
"170255",2023,0,0,0,0,0,0,325
"170255",2024,0,0,0,0,0,0,273
"170255",2025,0,0,0,0,0,0,187
"170270",2023,0,0,0,0,0,0,24
"170270",2024,0,0,0,0,0,0,31
"170270",2025,0,0,0,0,0,0,13
"170290",2023,0,0,0,0,0,0,179
"170290",2024,0,0,0,0,0,0,144
"170290",2025,0,0,0,0,0,0,101
"170300",2023,0,0,0,0,0,0,83
"170300",2024,0,0,0,0,0,0,93
"170300",2025,0,0,0,0,0,0,45
"170305",2023,0,0,0,0,0,0,40
"170305",2024,0,0,0,0,0,0,41
"170305",2025,0,0,0,0,0,0,36
"170307",2023,0,0,0,0,0,0,77
"170307",2024,0,0,0,0,0,0,71
"170307",2025,0,0,0,0,0,0,52
"170310",2023,0,0,0,0,0,0,49
"170310",2024,0,0,0,0,0,0,58
"170310",2025,0,0,0,0,0,0,50
"170320",2023,0,0,0,0,0,0,45
"170320",2024,0,0,0,0,0,0,45
"170320",2025,0,0,0,0,0,0,32
"170330",2023,0,0,0,0,0,0,67
"170330",2024,0,0,0,0,0,0,70
"170330",2025,0,0,0,0,0,0,70
"170360",2023,0,0,0,0,0,0,35
"170360",2024,0,0,0,0,0,0,19
"170360",2025,0,0,0,0,0,0,15
"170370",2023,0,0,0,0,0,0,70
"170370",2024,0,0,0,0,0,0,49
"170370",2025,0,0,0,0,0,0,42
"170380",2023,0,0,0,0,0,0,138
"170380",2024,0,0,0,0,0,0,137
"170380",2025,0,0,0,0,0,0,82
"170382",2023,0,0,0,0,0,0,34
"170382",2024,0,0,0,0,0,0,23
"170382",2025,0,0,0,0,0,0,12
"170384",2023,0,0,0,0,0,0,163
"170384",2024,0,0,0,0,0,0,161
"170386",2023,0,0,0,0,0,0,67
"170386",2024,0,0,0,0,0,0,52
"170388",2023,0,0,0,0,0,0,33
"170388",2024,0,0,0,0,0,0,29
"170388",2025,0,0,0,0,0,0,28
"170389",2023,0,0,0,0,0,0,58
"170389",2024,0,0,0,0,0,0,59
"170389",2025,0,0,0,0,0,0,38
"170390",2023,0,0,0,0,0,0,66
"170390",2024,0,0,0,0,0,0,85
"170390",2025,0,0,0,0,0,0,48
"170410",2023,0,0,0,0,0,0,19
"170410",2024,0,0,0,0,0,0,15
"170410",2025,0,0,0,0,0,0,18
"170460",2023,0,0,0,0,0,0,20
"170460",2024,0,0,0,0,0,0,22
"170460",2025,0,0,0,0,0,0,21
"170510",2023,0,0,0,0,0,0,40
"170510",2024,0,0,0,0,0,0,29
"170510",2025,0,0,0,0,0,0,32
"170550",2023,0,0,0,0,0,0,556
"170550",2024,0,0,0,0,0,0,573
"170550",2025,0,0,0,0,0,0,405
"170555",2023,0,0,0,0,0,0,65
"170555",2024,0,0,0,0,0,0,54
"170555",2025,0,0,0,0,0,0,32
"170560",2024,0,0,0,0,0,0,45
"170560",2025,0,0,0,0,0,0,35
"170600",2023,0,0,0,0,0,0,73
"170600",2024,0,0,0,0,0,0,62
"170600",2025,0,0,0,0,0,0,45
"170610",2023,0,0,0,0,0,0,86
"170610",2024,0,0,0,0,0,0,73
"170610",2025,0,0,0,0,0,0,34
"170625",2023,0,0,0,0,0,0,27
"170625",2024,0,0,0,0,0,0,11
"170625",2025,0,0,0,0,0,0,6
"170650",2023,0,0,0,0,0,0,100
"170650",2024,0,0,0,0,0,0,85
"170650",2025,0,0,0,0,0,0,78
"170700",2023,0,0,0,0,0,0,262
"170700",2024,0,0,0,0,0,0,263
"170710",2023,0,0,0,0,0,0,101
"170710",2025,0,0,0,0,0,0,49
"170720",2023,0,0,0,0,0,0,63
"170720",2024,0,0,0,0,0,0,78
"170720",2025,0,0,0,0,0,0,55
"170730",2023,0,0,0,0,0,0,52
"170730",2024,0,0,0,0,0,0,51
"170730",2025,0,0,0,0,0,0,34
"170740",2023,0,0,0,0,0,0,118
"170740",2024,0,0,0,0,0,0,92
"170740",2025,0,0,0,0,0,0,76
"170755",2023,0,0,0,0,0,0,41
"170755",2024,0,0,0,0,0,0,53
"170755",2025,0,0,0,0,0,0,31
