"","codmunres","ano","Obito_MIF_investigado_com_Ficha_Sintese","Obito_MIF_investigado_sem_Ficha_Sintese","TOTAL_OBITOS_MULHER_IDADE_FERTIL"
"41073","320455",2017,8,0,11
"41074","320455",2018,5,0,9
"41075","320455",2019,12,0,12
"41076","320455",2020,9,0,9
"41077","320455",2021,21,0,21
"41078","320455",2022,17,0,17
"41079","320455",2023,12,0,12
"41080","320455",2024,11,0,11
"41081","320460",2012,7,0,7
"41082","320460",2013,3,0,3
"41083","320460",2014,14,0,14
"41084","320460",2015,2,0,3
"41085","320460",2016,0,0,3
"41086","320460",2017,6,0,6
"41087","320460",2018,6,0,6
"41088","320460",2019,3,0,3
"41089","320460",2020,12,0,12
"41090","320460",2021,9,0,9
"41091","320460",2022,7,0,7
"41092","320460",2023,4,0,5
"41093","320460",2024,0,0,0
"41094","320465",2012,2,0,2
"41095","320465",2013,3,0,3
"41096","320465",2014,4,0,4
"41097","320465",2015,2,0,2
"41098","320465",2016,2,0,2
"41099","320465",2017,1,0,1
"41100","320465",2018,1,0,1
"41101","320465",2019,0,0,5
"41102","320465",2020,6,0,6
"41103","320465",2021,5,0,5
"41104","320465",2022,3,0,3
"41105","320465",2023,2,0,2
"41106","320465",2024,1,0,1
"41107","320470",2012,10,0,11
"41108","320470",2013,15,0,15
"41109","320470",2014,8,0,8
"41110","320470",2015,11,0,11
"41111","320470",2016,12,0,12
"41112","320470",2017,15,0,15
"41113","320470",2018,14,0,14
"41114","320470",2019,11,0,11
"41115","320470",2020,14,0,14
"41116","320470",2021,15,0,15
"41117","320470",2022,8,0,8
"41118","320470",2023,11,0,11
"41119","320470",2024,11,0,12
"41120","320480",2012,5,0,5
"41121","320480",2013,3,0,3
"41122","320480",2014,8,0,8
"41123","320480",2015,2,0,2
"41124","320480",2016,0,0,0
"41125","320480",2017,7,0,7
"41126","320480",2018,6,0,6
"41127","320480",2019,2,0,2
"41128","320480",2020,5,0,5
"41129","320480",2021,6,0,6
"41130","320480",2022,4,0,4
"41131","320480",2023,5,0,6
"41132","320480",2024,9,0,9
"41133","320490",2012,46,2,51
"41134","320490",2013,50,1,54
"41135","320490",2014,44,0,45
"41136","320490",2015,46,0,48
"41137","320490",2016,45,0,45
"41138","320490",2017,49,0,50
"41139","320490",2018,37,0,37
"41140","320490",2019,49,0,49
"41141","320490",2020,57,0,60
"41142","320490",2021,56,0,56
"41143","320490",2022,44,0,44
"41144","320490",2023,42,0,42
"41145","320490",2024,49,0,49
"41146","320495",2012,3,0,3
"41147","320495",2013,4,0,4
"41148","320495",2014,0,0,0
"41149","320495",2015,4,0,4
"41150","320495",2016,2,0,2
"41151","320495",2017,3,0,3
"41152","320495",2018,2,0,2
"41153","320495",2019,1,0,2
"41154","320495",2020,1,0,2
"41155","320495",2021,4,0,4
"41156","320495",2022,4,0,7
"41157","320495",2023,1,0,1
"41158","320495",2024,6,0,6
"41159","320500",2012,180,0,180
"41160","320500",2013,175,0,176
"41161","320500",2014,163,0,163
"41162","320500",2015,162,0,163
"41163","320500",2016,169,0,169
"41164","320500",2017,146,0,147
"41165","320500",2018,132,0,132
"41166","320500",2019,163,0,164
"41167","320500",2020,177,0,177
"41168","320500",2021,214,0,214
"41169","320500",2022,197,0,199
"41170","320500",2023,193,0,193
"41171","320500",2024,183,0,183
"41172","320501",2012,4,0,10
"41173","320501",2013,6,0,10
"41174","320501",2014,1,0,8
"41175","320501",2015,11,0,14
"41176","320501",2016,5,0,5
"41177","320501",2017,5,0,5
"41178","320501",2018,8,0,10
"41179","320501",2019,5,0,5
"41180","320501",2020,13,0,14
"41181","320501",2021,9,1,12
"41182","320501",2022,12,0,12
"41183","320501",2023,14,0,14
"41184","320501",2024,17,0,17
"41185","320503",2012,3,0,4
"41186","320503",2013,8,0,8
"41187","320503",2014,5,0,5
"41188","320503",2015,10,0,10
"41189","320503",2016,7,0,7
"41190","320503",2017,7,0,7
"41191","320503",2018,11,0,11
"41192","320503",2019,4,0,4
"41193","320503",2020,6,0,7
"41194","320503",2021,9,0,9
"41195","320503",2022,8,0,8
"41196","320503",2023,8,0,8
"41197","320503",2024,10,0,10
"41198","320506",2012,6,0,6
"41199","320506",2013,7,0,7
"41200","320506",2014,7,0,7
"41201","320506",2015,3,0,3
"41202","320506",2016,6,0,6
"41203","320506",2017,4,0,5
"41204","320506",2018,4,0,4
"41205","320506",2019,8,0,8
"41206","320506",2020,11,0,11
"41207","320506",2021,12,0,12
"41208","320506",2022,5,0,5
"41209","320506",2023,5,0,5
"41210","320506",2024,8,0,8
"41211","320510",2012,29,0,29
"41212","320510",2013,36,0,36
"41213","320510",2014,20,0,20
"41214","320510",2015,29,0,29
"41215","320510",2016,20,0,22
"41216","320510",2017,27,0,27
"41217","320510",2018,33,0,33
"41218","320510",2019,27,0,27
"41219","320510",2020,27,0,27
"41220","320510",2021,29,0,29
"41221","320510",2022,24,0,24
"41222","320510",2023,32,0,32
"41223","320510",2024,23,0,24
"41224","320515",2012,1,0,2
"41225","320515",2013,4,0,4
"41226","320515",2014,3,0,3
"41227","320515",2015,3,0,3
"41228","320515",2016,10,0,10
"41229","320515",2017,1,0,1
"41230","320515",2018,5,0,5
"41231","320515",2019,2,0,2
"41232","320515",2020,3,0,3
"41233","320515",2021,6,0,6
"41234","320515",2022,0,0,0
"41235","320515",2023,2,0,2
"41236","320515",2024,5,0,5
"41237","320517",2012,6,0,6
"41238","320517",2013,2,0,2
"41239","320517",2014,6,0,6
"41240","320517",2015,5,0,5
"41241","320517",2016,8,0,8
"41242","320517",2017,2,0,2
"41243","320517",2018,3,0,3
"41244","320517",2019,4,0,6
"41245","320517",2020,4,0,4
"41246","320517",2021,1,0,1
"41247","320517",2022,8,0,8
"41248","320517",2023,1,0,1
"41249","320517",2024,1,0,1
"41250","320520",2012,126,2,134
"41251","320520",2013,102,7,139
"41252","320520",2014,125,2,140
"41253","320520",2015,118,3,134
"41254","320520",2016,99,1,106
"41255","320520",2017,147,0,162
"41256","320520",2018,135,0,140
"41257","320520",2019,125,0,125
"41258","320520",2020,189,0,189
"41259","320520",2021,198,0,198
"41260","320520",2022,166,0,166
"41261","320520",2023,137,0,137
"41262","320520",2024,168,0,168
"41263","320530",2012,94,0,94
"41264","320530",2013,87,0,87
"41265","320530",2014,93,0,93
"41266","320530",2015,83,0,83
"41267","320530",2016,89,0,89
"41268","320530",2017,82,0,82
"41269","320530",2018,78,0,79
"41270","320530",2019,83,0,83
"41271","320530",2020,104,0,104
"41272","320530",2021,109,0,109
"41273","320530",2022,81,0,81
"41274","320530",2023,108,0,108
"41275","320530",2024,104,0,105
"41276","330010",2012,6,30,57
"41277","330010",2013,65,0,73
"41278","330010",2014,53,0,53
"41279","330010",2015,56,0,56
"41280","330010",2016,73,0,73
"41281","330010",2017,60,1,61
"41282","330010",2018,65,0,65
"41283","330010",2019,77,0,77
"41284","330010",2020,78,0,78
"41285","330010",2021,81,0,81
"41286","330010",2022,55,0,55
"41287","330010",2023,71,0,71
"41288","330010",2024,78,0,78
"41289","330015",2012,4,0,7
"41290","330015",2013,3,0,4
"41291","330015",2014,0,1,3
"41292","330015",2015,3,0,6
"41293","330015",2016,1,0,3
"41294","330015",2017,0,0,2
"41295","330015",2018,0,0,1
"41296","330015",2019,0,2,3
"41297","330015",2020,0,0,4
"41298","330015",2021,0,0,7
"41299","330015",2022,0,2,3
"41300","330015",2023,0,1,3
"41301","330015",2024,0,0,0
"41302","330020",2012,61,0,61
"41303","330020",2013,44,0,45
"41304","330020",2014,61,0,61
"41305","330020",2015,39,0,43
"41306","330020",2016,43,2,47
"41307","330020",2017,52,0,54
"41308","330020",2018,42,0,49
"41309","330020",2019,46,2,51
"41310","330020",2020,30,1,42
"41311","330020",2021,77,1,87
"41312","330020",2022,48,0,51
"41313","330020",2023,59,1,64
"41314","330020",2024,47,0,48
"41315","330022",2012,4,0,5
"41316","330022",2013,0,0,5
"41317","330022",2014,2,1,4
"41318","330022",2015,5,0,5
"41319","330022",2016,5,0,5
"41320","330022",2017,1,1,3
"41321","330022",2018,1,0,5
"41322","330022",2019,0,1,6
"41323","330022",2020,3,0,5
"41324","330022",2021,4,0,4
"41325","330022",2022,5,0,5
"41326","330022",2023,2,0,2
"41327","330022",2024,1,0,1
"41328","330023",2012,13,0,16
"41329","330023",2013,4,1,16
"41330","330023",2014,19,0,19
"41331","330023",2015,8,0,8
"41332","330023",2016,13,0,13
"41333","330023",2017,19,0,19
"41334","330023",2018,8,0,9
"41335","330023",2019,16,0,16
"41336","330023",2020,15,0,15
"41337","330023",2021,19,0,19
"41338","330023",2022,22,0,22
"41339","330023",2023,13,1,15
"41340","330023",2024,25,0,25
"41341","330025",2012,9,0,10
"41342","330025",2013,7,0,7
"41343","330025",2014,6,0,6
"41344","330025",2015,14,0,14
"41345","330025",2016,16,0,17
"41346","330025",2017,9,0,11
"41347","330025",2018,1,1,4
"41348","330025",2019,6,0,7
"41349","330025",2020,10,0,11
"41350","330025",2021,1,2,15
"41351","330025",2022,2,0,16
"41352","330025",2023,1,3,12
"41353","330025",2024,1,2,20
"41354","330030",2012,38,0,38
"41355","330030",2013,35,0,35
"41356","330030",2014,54,0,54
"41357","330030",2015,33,0,33
"41358","330030",2016,30,0,30
"41359","330030",2017,33,0,33
"41360","330030",2018,47,0,47
"41361","330030",2019,30,0,30
"41362","330030",2020,29,0,29
"41363","330030",2021,43,0,45
"41364","330030",2022,37,0,37
"41365","330030",2023,39,0,39
"41366","330030",2024,38,0,38
"41367","330040",2012,64,0,65
"41368","330040",2013,61,2,63
"41369","330040",2014,62,0,63
"41370","330040",2015,59,0,61
"41371","330040",2016,85,0,85
"41372","330040",2017,65,0,66
"41373","330040",2018,60,0,60
"41374","330040",2019,65,0,65
"41375","330040",2020,71,1,72
"41376","330040",2021,82,0,86
"41377","330040",2022,80,0,80
"41378","330040",2023,70,0,70
"41379","330040",2024,76,0,76
"41380","330045",2012,116,11,255
"41381","330045",2013,150,3,227
"41382","330045",2014,133,20,231
"41383","330045",2015,94,33,201
"41384","330045",2016,77,54,237
"41385","330045",2017,114,47,202
"41386","330045",2018,227,0,229
"41387","330045",2019,215,10,240
"41388","330045",2020,266,3,300
"41389","330045",2021,295,1,313
"41390","330045",2022,220,0,220
"41391","330045",2023,209,1,221
"41392","330045",2024,216,1,236
"41393","330050",2012,1,0,9
"41394","330050",2013,1,2,8
"41395","330050",2014,7,0,7
"41396","330050",2015,1,0,6
"41397","330050",2016,14,0,14
"41398","330050",2017,10,0,10
"41399","330050",2018,6,0,6
"41400","330050",2019,4,0,4
"41401","330050",2020,9,2,12
"41402","330050",2021,2,0,15
"41403","330050",2022,6,0,6
"41404","330050",2023,6,0,6
"41405","330050",2024,7,0,7
"41406","330060",2012,3,3,9
"41407","330060",2013,11,0,11
"41408","330060",2014,13,2,19
"41409","330060",2015,4,0,9
"41410","330060",2016,11,3,17
"41411","330060",2017,14,1,19
"41412","330060",2018,3,1,14
"41413","330060",2019,0,1,17
"41414","330060",2020,0,0,15
"41415","330060",2021,6,0,15
"41416","330060",2022,10,0,14
"41417","330060",2023,15,0,15
"41418","330060",2024,14,0,14
"41419","330070",2012,76,0,79
"41420","330070",2013,58,2,70
"41421","330070",2014,40,4,76
"41422","330070",2015,32,8,81
"41423","330070",2016,96,0,97
"41424","330070",2017,81,0,83
"41425","330070",2018,68,1,73
"41426","330070",2019,43,2,76
"41427","330070",2020,8,3,113
"41428","330070",2021,31,9,119
"41429","330070",2022,15,4,78
"41430","330070",2023,5,4,67
"41431","330070",2024,3,8,85
"41432","330080",2012,3,14,25
"41433","330080",2013,10,5,30
"41434","330080",2014,22,3,26
"41435","330080",2015,23,0,26
"41436","330080",2016,14,1,18
"41437","330080",2017,22,1,23
"41438","330080",2018,7,4,29
"41439","330080",2019,0,0,17
"41440","330080",2020,4,4,28
"41441","330080",2021,4,5,24
"41442","330080",2022,19,0,19
"41443","330080",2023,27,1,29
"41444","330080",2024,23,0,23
"41445","330090",2012,1,2,4
"41446","330090",2013,2,0,5
"41447","330090",2014,0,0,7
"41448","330090",2015,2,0,3
"41449","330090",2016,2,1,7
"41450","330090",2017,1,0,5
"41451","330090",2018,0,2,3
"41452","330090",2019,0,3,6
"41453","330090",2020,1,2,6
"41454","330090",2021,1,2,6
"41455","330090",2022,0,0,2
"41456","330090",2023,0,1,5
"41457","330090",2024,0,0,3
"41458","330093",2012,7,0,7
"41459","330093",2013,4,0,4
"41460","330093",2014,2,0,2
"41461","330093",2015,3,3,7
"41462","330093",2016,6,0,6
"41463","330093",2017,5,0,5
"41464","330093",2018,5,0,5
"41465","330093",2019,4,0,4
"41466","330093",2020,3,0,3
"41467","330093",2021,3,0,3
"41468","330093",2022,6,0,7
"41469","330093",2023,0,0,1
"41470","330093",2024,8,0,8
"41471","330095",2012,4,0,4
"41472","330095",2013,1,0,5
"41473","330095",2014,0,1,3
"41474","330095",2015,1,0,4
"41475","330095",2016,0,0,3
"41476","330095",2017,0,0,5
"41477","330095",2018,0,0,2
"41478","330095",2019,1,0,2
"41479","330095",2020,0,0,2
"41480","330095",2021,1,0,8
"41481","330095",2022,0,0,1
"41482","330095",2023,1,1,6
"41483","330095",2024,4,0,4
"41484","330100",2012,209,0,210
"41485","330100",2013,206,0,206
"41486","330100",2014,177,0,183
"41487","330100",2015,201,0,202
"41488","330100",2016,213,0,213
"41489","330100",2017,184,0,184
"41490","330100",2018,219,0,219
"41491","330100",2019,211,0,211
"41492","330100",2020,224,0,225
"41493","330100",2021,296,0,296
"41494","330100",2022,214,0,215
"41495","330100",2023,220,0,220
"41496","330100",2024,180,0,181
"41497","330110",2012,0,1,4
"41498","330110",2013,8,0,10
"41499","330110",2014,11,0,11
"41500","330110",2015,7,0,7
"41501","330110",2016,12,0,12
"41502","330110",2017,8,0,8
"41503","330110",2018,7,0,7
"41504","330110",2019,6,0,6
"41505","330110",2020,9,0,12
"41506","330110",2021,10,0,11
"41507","330110",2022,11,0,11
"41508","330110",2023,5,1,9
"41509","330110",2024,6,0,6
"41510","330115",2012,5,0,6
"41511","330115",2013,3,0,4
"41512","330115",2014,3,0,5
"41513","330115",2015,5,0,7
"41514","330115",2016,1,1,4
"41515","330115",2017,2,0,3
"41516","330115",2018,0,1,5
"41517","330115",2019,0,0,3
"41518","330115",2020,0,1,6
"41519","330115",2021,0,0,3
"41520","330115",2022,0,0,5
"41521","330115",2023,0,0,4
"41522","330115",2024,0,0,4
"41523","330120",2012,4,0,4
"41524","330120",2013,11,0,11
"41525","330120",2014,6,0,7
"41526","330120",2015,6,0,6
"41527","330120",2016,7,0,7
"41528","330120",2017,5,0,5
"41529","330120",2018,7,0,7
"41530","330120",2019,6,0,6
"41531","330120",2020,7,0,7
"41532","330120",2021,10,0,10
"41533","330120",2022,6,0,6
"41534","330120",2023,5,0,5
"41535","330120",2024,11,0,11
"41536","330130",2012,13,0,13
"41537","330130",2013,14,0,15
"41538","330130",2014,15,0,15
"41539","330130",2015,12,0,12
"41540","330130",2016,20,0,20
"41541","330130",2017,16,0,16
"41542","330130",2018,10,0,12
"41543","330130",2019,5,0,10
"41544","330130",2020,11,0,12
"41545","330130",2021,14,0,15
"41546","330130",2022,19,0,19
"41547","330130",2023,16,0,16
"41548","330130",2024,21,0,21
"41549","330140",2012,5,1,12
"41550","330140",2013,2,3,7
"41551","330140",2014,3,2,9
"41552","330140",2015,3,0,11
"41553","330140",2016,2,0,4
"41554","330140",2017,3,0,10
"41555","330140",2018,2,0,8
"41556","330140",2019,1,0,11
"41557","330140",2020,3,1,15
"41558","330140",2021,0,0,6
"41559","330140",2022,10,0,13
"41560","330140",2023,7,0,8
"41561","330140",2024,1,1,10
"41562","330150",2012,1,5,6
"41563","330150",2013,0,8,13
"41564","330150",2014,0,1,6
"41565","330150",2015,11,1,16
"41566","330150",2016,9,0,9
"41567","330150",2017,4,0,4
"41568","330150",2018,7,0,7
"41569","330150",2019,5,0,5
"41570","330150",2020,6,0,6
"41571","330150",2021,9,0,9
"41572","330150",2022,8,0,8
"41573","330150",2023,8,0,8
"41574","330150",2024,4,0,4
"41575","330160",2012,5,0,5
"41576","330160",2013,4,0,4
"41577","330160",2014,8,0,8
"41578","330160",2015,5,0,5
"41579","330160",2016,5,0,8
"41580","330160",2017,4,0,6
"41581","330160",2018,1,0,5
"41582","330160",2019,0,0,7
"41583","330160",2020,1,0,4
"41584","330160",2021,1,0,4
"41585","330160",2022,0,0,4
"41586","330160",2023,0,1,5
"41587","330160",2024,0,0,3
"41588","330170",2012,328,15,416
"41589","330170",2013,342,22,409
"41590","330170",2014,410,2,412
"41591","330170",2015,333,0,333
"41592","330170",2016,385,2,389
"41593","330170",2017,350,42,406
"41594","330170",2018,399,0,412
"41595","330170",2019,392,5,409
"41596","330170",2020,412,30,528
"41597","330170",2021,574,8,683
"41598","330170",2022,350,8,415
"41599","330170",2023,325,7,380
"41600","330170",2024,400,5,448
"41601","330180",2012,2,0,2
"41602","330180",2013,8,0,8
"41603","330180",2014,6,0,6
"41604","330180",2015,6,0,6
"41605","330180",2016,6,0,6
"41606","330180",2017,6,0,6
"41607","330180",2018,6,0,6
"41608","330180",2019,4,0,4
"41609","330180",2020,2,0,3
"41610","330180",2021,9,0,9
"41611","330180",2022,3,0,3
"41612","330180",2023,6,0,6
"41613","330180",2024,8,0,8
"41614","330185",2012,21,1,26
"41615","330185",2013,12,0,16
"41616","330185",2014,25,0,25
"41617","330185",2015,16,3,20
"41618","330185",2016,14,5,20
"41619","330185",2017,14,1,17
"41620","330185",2018,24,0,24
"41621","330185",2019,17,0,17
"41622","330185",2020,24,0,24
"41623","330185",2021,38,0,38
"41624","330185",2022,19,0,19
"41625","330185",2023,23,0,23
"41626","330185",2024,23,0,23
"41627","330187",2012,7,0,7
"41628","330187",2013,9,0,9
"41629","330187",2014,7,0,7
"41630","330187",2015,11,0,11
"41631","330187",2016,7,0,7
"41632","330187",2017,7,0,7
"41633","330187",2018,9,0,9
"41634","330187",2019,6,0,6
"41635","330187",2020,10,0,10
"41636","330187",2021,18,0,19
"41637","330187",2022,9,0,9
"41638","330187",2023,19,0,19
"41639","330187",2024,18,0,18
"41640","330190",2012,87,1,91
"41641","330190",2013,85,3,100
"41642","330190",2014,80,11,107
"41643","330190",2015,88,2,95
"41644","330190",2016,73,15,101
"41645","330190",2017,89,2,100
"41646","330190",2018,109,3,117
"41647","330190",2019,85,14,100
"41648","330190",2020,126,0,126
"41649","330190",2021,133,1,145
"41650","330190",2022,88,3,109
"41651","330190",2023,95,0,96
"41652","330190",2024,104,0,104
"41653","330200",2012,20,7,60
"41654","330200",2013,24,6,50
"41655","330200",2014,41,4,55
"41656","330200",2015,64,0,64
"41657","330200",2016,67,0,67
"41658","330200",2017,83,1,84
"41659","330200",2018,64,0,70
"41660","330200",2019,70,0,71
"41661","330200",2020,72,1,73
"41662","330200",2021,92,0,92
"41663","330200",2022,65,0,65
"41664","330200",2023,57,0,57
"41665","330200",2024,59,0,59
"41666","330205",2012,3,0,3
"41667","330205",2013,3,0,3
"41668","330205",2014,5,0,5
"41669","330205",2015,2,0,2
"41670","330205",2016,5,0,5
"41671","330205",2017,8,0,8
"41672","330205",2018,4,0,4
"41673","330205",2019,4,0,4
"41674","330205",2020,10,0,10
"41675","330205",2021,6,0,6
"41676","330205",2022,5,0,5
"41677","330205",2023,1,0,1
"41678","330205",2024,7,0,7
"41679","330210",2012,4,0,5
"41680","330210",2013,7,0,7
"41681","330210",2014,6,0,6
"41682","330210",2015,11,0,12
"41683","330210",2016,5,0,5
"41684","330210",2017,5,0,5
"41685","330210",2018,9,0,10
"41686","330210",2019,0,0,2
"41687","330210",2020,14,0,15
"41688","330210",2021,10,0,10
"41689","330210",2022,10,0,13
"41690","330210",2023,2,0,8
"41691","330210",2024,7,0,8
"41692","330220",2012,41,2,45
"41693","330220",2013,35,0,35
"41694","330220",2014,40,0,40
"41695","330220",2015,36,1,37
"41696","330220",2016,24,0,24
"41697","330220",2017,30,0,30
"41698","330220",2018,40,0,40
"41699","330220",2019,35,0,35
"41700","330220",2020,44,0,44
"41701","330220",2021,57,0,57
"41702","330220",2022,41,0,41
"41703","330220",2023,38,0,38
"41704","330220",2024,31,0,31
"41705","330225",2012,11,4,16
"41706","330225",2013,12,0,12
"41707","330225",2014,11,0,12
"41708","330225",2015,8,0,8
"41709","330225",2016,13,0,13
"41710","330225",2017,14,0,14
"41711","330225",2018,15,0,15
"41712","330225",2019,10,0,10
"41713","330225",2020,12,0,12
"41714","330225",2021,17,0,19
"41715","330225",2022,15,0,15
"41716","330225",2023,10,0,10
"41717","330225",2024,9,1,10
"41718","330227",2012,43,1,45
"41719","330227",2013,49,0,49
"41720","330227",2014,46,0,46
"41721","330227",2015,53,0,53
"41722","330227",2016,24,3,35
"41723","330227",2017,25,7,40
"41724","330227",2018,21,7,42
"41725","330227",2019,22,5,44
"41726","330227",2020,50,4,61
"41727","330227",2021,75,0,83
"41728","330227",2022,41,2,54
"41729","330227",2023,34,3,49
"41730","330227",2024,36,1,44
"41731","330230",2012,1,0,5
"41732","330230",2013,1,0,1
"41733","330230",2014,1,1,3
"41734","330230",2015,2,0,5
"41735","330230",2016,4,1,6
"41736","330230",2017,2,0,3
"41737","330230",2018,0,0,0
"41738","330230",2019,1,0,2
"41739","330230",2020,0,1,6
"41740","330230",2021,0,0,0
"41741","330230",2022,0,0,4
"41742","330230",2023,0,1,2
"41743","330230",2024,0,0,5
"41744","330240",2012,61,12,92
"41745","330240",2013,79,5,97
"41746","330240",2014,72,4,81
"41747","330240",2015,88,0,91
"41748","330240",2016,71,0,73
"41749","330240",2017,65,2,71
"41750","330240",2018,85,1,87
"41751","330240",2019,80,3,96
"41752","330240",2020,86,9,108
"41753","330240",2021,131,0,133
"41754","330240",2022,105,0,105
"41755","330240",2023,82,0,82
"41756","330240",2024,96,0,96
"41757","330245",2012,0,0,1
"41758","330245",2013,0,1,2
"41759","330245",2014,1,0,1
"41760","330245",2015,3,0,4
"41761","330245",2016,1,1,3
"41762","330245",2017,3,0,3
"41763","330245",2018,6,0,6
"41764","330245",2019,0,0,2
"41765","330245",2020,3,0,4
"41766","330245",2021,4,0,6
"41767","330245",2022,8,0,9
"41768","330245",2023,3,0,3
"41769","330245",2024,6,0,6
"41770","330250",2012,58,12,105
"41771","330250",2013,92,9,116
"41772","330250",2014,111,15,131
"41773","330250",2015,80,19,109
"41774","330250",2016,114,6,124
"41775","330250",2017,89,13,108
"41776","330250",2018,86,9,113
"41777","330250",2019,104,2,110
"41778","330250",2020,90,11,143
"41779","330250",2021,129,17,166
"41780","330250",2022,98,6,121
"41781","330250",2023,111,2,116
"41782","330250",2024,81,26,142
"41783","330260",2012,6,1,15
"41784","330260",2013,11,0,17
"41785","330260",2014,17,0,17
"41786","330260",2015,15,0,15
"41787","330260",2016,19,0,19
"41788","330260",2017,22,0,22
"41789","330260",2018,12,0,13
"41790","330260",2019,18,0,18
"41791","330260",2020,25,0,25
"41792","330260",2021,26,0,26
"41793","330260",2022,22,0,22
"41794","330260",2023,13,0,13
"41795","330260",2024,28,0,28
"41796","330270",2012,40,0,40
"41797","330270",2013,39,0,39
"41798","330270",2014,54,1,56
"41799","330270",2015,42,5,50
"41800","330270",2016,34,11,50
"41801","330270",2017,33,7,43
"41802","330270",2018,42,2,49
"41803","330270",2019,53,7,68
"41804","330270",2020,41,4,52
"41805","330270",2021,19,15,88
"41806","330270",2022,47,6,68
"41807","330270",2023,64,5,75
"41808","330270",2024,60,0,60
"41809","330280",2012,8,0,8
"41810","330280",2013,5,0,5
"41811","330280",2014,2,1,7
"41812","330280",2015,2,0,6
"41813","330280",2016,1,0,7
"41814","330280",2017,3,0,8
"41815","330280",2018,1,0,7
"41816","330280",2019,3,0,5
"41817","330280",2020,3,0,11
"41818","330280",2021,10,0,18
"41819","330280",2022,0,0,2
"41820","330280",2023,5,0,12
"41821","330280",2024,3,0,4
"41822","330285",2012,64,2,71
"41823","330285",2013,69,2,75
"41824","330285",2014,63,9,86
"41825","330285",2015,73,0,74
"41826","330285",2016,83,0,83
"41827","330285",2017,56,0,56
"41828","330285",2018,74,0,74
"41829","330285",2019,79,0,79
"41830","330285",2020,82,0,82
"41831","330285",2021,121,0,121
"41832","330285",2022,73,0,73
"41833","330285",2023,73,0,73
"41834","330285",2024,67,0,67
"41835","330290",2012,13,0,14
"41836","330290",2013,9,0,9
"41837","330290",2014,5,0,5
"41838","330290",2015,11,0,11
"41839","330290",2016,12,0,12
"41840","330290",2017,8,1,9
"41841","330290",2018,9,0,9
"41842","330290",2019,7,0,7
"41843","330290",2020,13,0,13
"41844","330290",2021,11,0,11
"41845","330290",2022,4,0,4
"41846","330290",2023,11,0,11
"41847","330290",2024,8,0,8
"41848","330300",2012,0,0,10
"41849","330300",2013,5,0,13
"41850","330300",2014,2,2,9
"41851","330300",2015,6,1,14
"41852","330300",2016,2,1,14
"41853","330300",2017,2,2,13
"41854","330300",2018,0,3,10
"41855","330300",2019,0,3,21
"41856","330300",2020,0,1,15
"41857","330300",2021,0,0,12
"41858","330300",2022,1,1,14
"41859","330300",2023,2,0,10
"41860","330300",2024,0,0,12
"41861","330310",2012,2,2,4
"41862","330310",2013,6,1,7
"41863","330310",2014,6,0,6
"41864","330310",2015,4,0,4
"41865","330310",2016,7,0,7
"41866","330310",2017,8,0,8
"41867","330310",2018,8,0,8
"41868","330310",2019,8,0,8
"41869","330310",2020,4,1,7
"41870","330310",2021,9,0,9
"41871","330310",2022,6,0,6
"41872","330310",2023,2,0,3
"41873","330310",2024,3,0,4
"41874","330320",2012,45,13,76
"41875","330320",2013,61,8,86
"41876","330320",2014,53,9,97
"41877","330320",2015,60,15,80
"41878","330320",2016,54,19,81
"41879","330320",2017,49,8,63
"41880","330320",2018,44,15,69
"41881","330320",2019,35,18,81
"41882","330320",2020,25,26,107
"41883","330320",2021,31,27,125
"41884","330320",2022,19,17,69
"41885","330320",2023,23,22,82
"41886","330320",2024,25,29,65
"41887","330330",2012,55,10,160
"41888","330330",2013,144,13,171
"41889","330330",2014,129,13,178
"41890","330330",2015,97,22,137
"41891","330330",2016,107,23,151
"41892","330330",2017,94,18,132
"41893","330330",2018,111,20,149
"41894","330330",2019,115,16,142
"41895","330330",2020,126,19,171
"41896","330330",2021,169,30,228
"41897","330330",2022,127,16,178
"41898","330330",2023,120,20,161
"41899","330330",2024,87,36,154
"41900","330340",2012,49,6,72
"41901","330340",2013,58,2,71
"41902","330340",2014,43,4,69
"41903","330340",2015,23,6,56
"41904","330340",2016,8,8,65
"41905","330340",2017,10,22,60
"41906","330340",2018,5,5,64
"41907","330340",2019,1,5,52
"41908","330340",2020,1,5,71
"41909","330340",2021,5,8,117
"41910","330340",2022,6,1,55
"41911","330340",2023,8,6,69
"41912","330340",2024,46,1,54
"41913","330350",2012,290,18,411
"41914","330350",2013,250,35,389
"41915","330350",2014,261,39,371
"41916","330350",2015,230,63,362
"41917","330350",2016,195,95,378
"41918","330350",2017,195,64,353
"41919","330350",2018,260,70,389
"41920","330350",2019,247,57,362
"41921","330350",2020,394,47,520
"41922","330350",2021,373,85,587
"41923","330350",2022,318,30,374
"41924","330350",2023,304,30,358
"41925","330350",2024,323,18,379
"41926","330360",2012,25,0,25
"41927","330360",2013,18,0,19
"41928","330360",2014,20,1,21
"41929","330360",2015,20,0,20
"41930","330360",2016,19,0,19
"41931","330360",2017,16,0,16
"41932","330360",2018,24,0,24
"41933","330360",2019,20,0,20
"41934","330360",2020,12,0,22
"41935","330360",2021,20,0,20
"41936","330360",2022,14,0,14
"41937","330360",2023,13,0,14
"41938","330360",2024,6,3,18
"41939","330370",2012,13,0,13
"41940","330370",2013,19,0,19
"41941","330370",2014,21,0,22
